time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg
0.0532,0,0,-1.43,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.1535,0,0,-1.42,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.2538,0,0,-1.43,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.354,0,0,-1.42,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.4543,0,0,-1.48,0,40.48,0.03,26,16,0.0,0.0,-20.0,30.0
0.5546,0,0,-1.46,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.6549,0,0,-1.45,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.7552,0,0,-1.33,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.8555,0,0,-1.42,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
0.9564,0,0,-1.39,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.0567,0,0,-1.43,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.157,0,0,-1.43,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.2573,0,0,-1.44,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.3576,0,0,-1.36,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.4579,0,0,-1.37,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.5582,0,0,-1.38,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.6585,0,0,-1.41,0,40.48,0.03,26,16,0.0,0.0,-20.0,30.0
1.7588,0,0,-1.4,0,40.48,0.03,26,16,0.0,0.0,-20.0,30.0
1.8591,0,0,-1.44,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
1.9595,0,0,-1.48,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
2.0598,0,0,-1.5,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
2.1601,7,0,-1.42,0,40.48,0.03,27,16,0.0,0.0,-20.0,30.0
2.2605,7,0,-1.34,128,40.46,0.09,27,16,1.9,0.0,-4.53,30.0
2.3608,7,894,-1.43,1528,40.5,0.35,27,16,1.88,1.43,-11.53,-3.45
2.4611,7,1747,2.31,1871,40.5,0.45,27,16,1.89,1.44,-9.05,-5.38
2.5614,7,2021,14.85,2085,40.5,0.54,27,16,1.88,1.43,-11.53,-3.45
2.6616,7,2194,18.51,2214,40.5,0.45,27,16,1.88,1.45,-11.53,-7.18
2.7619,7,2235,20.78,2257,40.5,0.41,27,16,1.88,1.44,-11.53,-5.38
2.8629,7,2259,21.85,2257,40.48,0.41,27,16,1.88,1.44,-11.53,-5.38
2.9634,7,2253,22.36,2271,40.48,0.38,27,16,1.88,1.44,-11.53,-5.38
3.0636,7,1138,22.79,2271,40.48,0.38,27,16,1.93,1.44,-1.64,-5.38
3.1639,7,2276,22.92,2271,40.48,0.38,27,16,1.89,1.44,-9.05,-5.38
3.2643,8,2240,22.98,2271,40.48,0.38,27,16,1.87,1.44,-13.26,-5.38
3.3648,8,2288,22.84,2328,40.47,0.38,27,16,1.88,1.44,-11.53,-5.38
3.4651,8,2450,24.6,2514,40.47,0.45,27,16,1.88,1.45,-11.53,-7.18
3.5653,8,2535,27.33,2557,40.47,0.45,27,16,1.88,1.44,-11.53,-5.38
3.6656,8,2533,28.73,2542,40.47,0.48,26,16,1.88,1.45,-11.53,-7.18
3.7658,8,2581,29.2,2557,40.47,0.45,27,16,1.88,1.45,-11.53,-7.18
3.8662,8,2529,29.28,2557,40.48,0.45,27,16,1.88,1.45,-11.53,-7.18
3.9666,8,2529,29.42,2557,40.48,0.45,27,16,1.88,1.44,-11.53,-5.38
4.0669,8,2531,29.48,2542,40.48,0.45,27,16,1.88,1.44,-11.53,-5.38
4.1671,9,2561,29.43,2542,40.48,0.45,27,16,1.88,1.45,-11.53,-7.18
4.2674,9,2749,29.5,2800,40.48,0.51,27,16,1.89,1.46,-9.05,-8.99
4.3676,9,2843,34.76,2842,40.48,0.54,27,16,1.89,1.45,-9.05,-7.18
