time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah
10.982,3,607,0.0,600,40.53,0.12,28,17
11.0824,5,615,0.0,785,40.53,0.16,28,17
11.1826,5,783,0.0,1114,40.55,0.19,28,17
11.2827,5,1145,0.0,1242,40.53,0.22,28,17
11.383,5,1278,0.0,1357,40.53,0.25,28,17
11.4834,5,1395,0.0,1414,40.53,0.25,28,17
11.5836,5,1434,0.0,1457,40.53,0.28,28,17
11.6838,5,1456,0.0,1471,40.53,0.28,28,17
11.784,5,1472,0.0,1485,40.53,0.28,28,17
11.8856,5,1485,0.0,1485,40.53,0.28,28,17
11.9859,5,1500,0.0,1500,40.53,0.28,28,17
12.0864,9,1486,0.0,1500,40.53,0.28,28,17
12.1867,9,1923,0.0,2328,40.48,0.45,28,17
12.2868,9,2398,0.0,2671,40.5,0.57,28,17
12.387,9,2707,0.0,2800,40.52,0.67,28,17
12.4872,9,2824,0.0,2842,40.52,0.7,28,17
12.5873,9,2793,0.0,2842,40.52,0.67,28,17
12.6876,9,2816,0.0,2842,40.52,0.61,28,17
12.7878,9,2835,0.0,2828,40.54,0.61,28,17
12.888,9,2843,0.0,2842,40.53,0.61,28,17
12.9882,9,2838,0.0,2842,40.53,0.61,28,17
13.0884,9,2835,0.0,2828,40.53,0.61,28,17
13.1886,9,2835,0.0,2842,40.53,0.61,28,17
13.2888,9,2816,0.0,2842,40.53,0.61,28,17
13.389,9,2827,0.0,2828,40.53,0.61,28,17
13.4892,9,2854,0.0,2842,40.53,0.61,28,17
13.5894,9,2859,0.0,2842,40.53,0.61,28,17
13.6895,16,2832,0.0,2842,40.53,0.61,28,17
13.7897,16,2857,0.0,3957,40.42,0.93,28,18
13.89,16,4237,0.0,4657,40.49,1.32,28,18
13.9902,16,4761,0.0,4800,40.53,1.51,28,18
14.0904,16,2403,0.0,4814,40.54,1.7,28,18
14.1905,16,4784,0.0,4800,40.52,1.48,28,18
14.2907,16,4777,0.0,4800,40.52,1.32,28,18
14.3909,16,4761,0.0,4814,40.5,1.32,28,18
14.491,16,4777,0.0,4842,40.52,1.32,28,18
14.5912,16,4709,0.0,4814,40.5,1.32,28,18
14.6914,16,4777,0.0,4814,40.51,1.32,28,18
14.7916,14,4761,0.0,4728,40.57,1.28,28,18
14.8917,14,4285,0.0,4185,40.48,1.09,28,18
14.992,14,4149,0.0,4157,40.48,0.99,28,18
15.0921,14,4160,0.0,4171,40.52,0.93,28,18
15.1925,14,2081,0.0,4157,40.52,0.93,28,18
15.2926,14,4120,0.0,4171,40.52,1.03,28,18
15.3928,14,4160,0.0,4185,40.52,1.03,28,18
15.4933,10,4120,0.0,4171,40.51,1.03,28,18
15.5935,10,2012,0.0,3342,42.19,0.83,28,18
15.6937,10,3134,0.0,3114,40.48,0.67,28,18
15.7939,10,3073,0.0,3114,40.5,0.57,28,18
15.8944,10,3108,0.0,3114,40.51,0.51,28,18
15.9945,10,3086,0.0,3100,40.51,0.64,28,18
16.0948,10,3070,0.0,3114,40.52,0.67,28,18
16.1949,10,3033,0.0,3100,40.52,0.67,28,18
16.2956,8,3083,0.0,3085,40.52,0.67,29,18
16.3957,8,2795,0.0,2600,40.48,0.57,28,18
16.496,8,2561,0.0,2557,40.52,0.51,29,18
16.5963,8,2544,0.0,2557,40.52,0.48,29,18
16.6965,8,2553,0.0,2542,40.52,0.48,28,18
16.7967,8,2546,0.0,2557,40.52,0.51,28,18
16.8969,8,2548,0.0,2542,40.52,0.51,28,18
16.997,8,2535,0.0,2557,40.52,0.51,28,18
17.0972,5,2548,0.0,2442,40.66,0.51,28,18
17.1974,5,1956,0.0,1814,41.34,0.41,28,18
17.2975,5,1739,0.0,1628,40.49,0.32,28,18
17.3977,5,1627,0.0,1571,40.5,0.25,29,18
17.4978,5,1564,0.0,1542,40.51,0.25,29,18
17.598,5,1506,0.0,1528,40.52,0.25,29,18
17.6981,5,1508,0.0,1514,40.52,0.28,28,18
17.7983,5,1509,0.0,1514,40.52,0.28,29,18
17.8985,5,1519,0.0,1514,40.52,0.28,29,18
17.9986,5,1515,0.0,1500,40.52,0.28,28,18
18.0988,5,1501,0.0,1500,40.52,0.28,28,18
18.1989,5,1504,0.0,1500,40.52,0.28,28,18
18.299,5,1504,0.0,1500,40.52,0.28,29,18
18.3995,5,1477,0.0,1500,40.52,0.28,28,18
18.4996,5,1506,0.0,1500,40.52,0.28,28,18
18.5999,5,1506,0.0,1500,40.52,0.28,29,18
18.7001,5,1498,0.0,1500,40.53,0.28,29,18
18.8003,5,1466,0.0,1500,40.53,0.28,28,18
18.9004,5,1466,0.0,1500,40.53,0.28,29,18
19.0006,5,1503,0.0,1500,40.53,0.28,29,18
19.1007,0,1480,0.0,1500,40.53,0.28,29,18
19.2009,0,1498,0.0,400,40.53,0.25,29,18
19.301,0,1493,0.0,0,40.53,0.16,29,18
19.4012,0,1493,0.0,0,40.53,0.09,29,18
19.5014,0,1493,0.0,0,40.53,0.09,29,18
19.6016,0,1493,0.0,0,40.53,0.09,28,18
19.7018,0,1493,0.0,0,40.53,0.09,28,18
19.8033,0,0,0.0,0,40.53,0.09,29,18
19.9035,0,0,0.0,0,40.53,0.09,29,18
20.0037,0,0,0.0,0,40.53,0.09,29,18
20.1039,0,0,0.0,0,40.53,0.09,29,18
20.2046,0,0,0.0,0,40.53,0.09,29,18
20.3048,0,0,0.0,0,40.53,0.09,29,18
20.405,0,0,0.0,0,40.53,0.09,29,18
20.5053,0,0,0.0,0,40.53,0.09,28,18
