time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah
11.2253,12,0,0.0,3700,40.5,0.9,30,25
11.3255,12,0,0.0,3714,40.48,0.83,30,25
11.4257,12,0,0.0,3700,40.49,0.77,30,25
11.5259,12,0,0.0,3700,40.49,0.8,30,25
11.6261,18,0,0.0,3700,40.49,0.77,30,25
11.7263,18,0,0.0,4471,40.41,1.06,30,25
11.8265,18,0,0.0,5228,40.48,1.41,30,25
11.9266,18,0,0.0,5328,40.49,1.7,30,25
12.0268,18,0,0.0,5328,40.48,1.86,30,25
12.127,18,0,0.0,5314,40.49,1.64,30,25
12.2271,18,0,0.0,5314,40.48,1.48,30,25
12.3273,18,0,0.0,5328,40.49,1.44,30,25
12.4275,18,0,0.0,5314,40.48,1.44,30,25
12.5277,18,0,0.0,5314,40.48,1.44,30,25
12.6279,18,0,0.0,5300,40.48,1.44,30,25
12.7281,18,0,0.0,5328,40.48,1.44,30,25
12.8283,18,0,0.0,5342,40.46,1.44,30,25
12.9287,18,0,0.0,5328,40.48,1.44,30,25
13.0289,18,0,0.0,5328,40.48,1.48,30,25
13.1291,18,0,0.0,5314,40.51,1.44,30,25
13.2293,18,0,0.0,5328,40.5,1.44,30,25
13.3298,20,0,0.0,5328,40.48,1.44,30,25
13.4303,20,0,0.0,5571,40.41,1.57,30,25
13.5304,20,0,0.0,5828,40.5,1.7,30,25
13.6307,20,0,0.0,5828,40.48,1.77,31,25
13.7309,20,0,0.0,5785,40.48,1.8,31,25
13.8312,20,0,0.0,5814,40.48,1.86,31,26
13.9313,20,0,0.0,5785,40.48,1.67,31,26
14.0315,20,0,0.0,5814,40.48,1.67,30,26
14.1317,20,0,0.0,5828,40.48,1.64,30,26
14.2318,20,0,0.0,5828,40.47,1.64,30,26
14.332,20,0,0.0,5757,40.48,1.67,30,26
14.4324,20,0,0.0,5785,40.48,1.67,30,26
14.5325,26,0,0.0,5814,40.49,1.7,30,26
14.6327,26,0,0.0,6942,40.3,2.22,31,26
14.7328,26,0,0.0,7314,40.48,2.6,31,26
14.8331,26,0,0.0,7342,40.49,2.83,30,27
14.9332,26,0,0.0,7357,40.47,2.99,31,27
15.0334,26,0,0.0,7342,40.48,3.09,31,27
15.1336,26,0,0.0,7328,40.47,2.64,31,27
15.2338,26,0,0.0,7342,40.48,2.6,30,27
15.3339,26,0,0.0,7342,40.48,2.64,31,27
15.4341,26,0,0.0,7314,40.47,2.64,31,27
15.5343,26,0,0.0,7342,40.48,2.67,31,27
15.6344,26,0,0.0,7342,40.48,2.67,31,27
15.7346,26,0,0.0,7314,40.48,2.67,30,27
15.8347,31,0,0.0,7342,40.46,2.64,31,27
15.9348,31,0,0.0,8057,38.41,3.09,31,27
16.0353,31,0,0.0,8514,40.19,3.54,31,27
16.1355,31,0,0.0,8671,40.45,3.79,31,27
16.2356,31,0,0.0,8585,40.51,4.02,31,27
16.3358,31,0,0.0,8642,40.5,4.02,31,27
16.436,31,0,0.0,8571,40.59,3.73,31,27
16.5361,31,0,0.0,8628,40.49,3.67,32,27
16.6362,31,0,0.0,8571,40.54,3.67,31,27
16.7364,31,0,0.0,8585,40.44,3.67,31,27
16.8365,31,0,0.0,8585,40.48,3.63,31,27
16.9369,31,0,0.0,8571,40.48,3.6,31,28
17.0371,31,0,0.0,8585,40.5,3.57,31,28
17.1372,31,0,0.0,8585,40.46,3.54,31,28
17.2374,31,0,0.0,8571,40.46,3.54,31,28
17.3376,31,0,0.0,8585,40.47,3.57,31,28
17.4377,31,0,0.0,8585,40.48,3.57,32,28
17.5379,31,0,0.0,8585,40.47,3.6,31,28
17.638,31,0,0.0,8585,40.49,3.57,31,28
17.7382,31,0,0.0,8585,40.46,3.57,32,28
17.8383,31,0,0.0,8585,40.48,3.6,32,28
17.9384,21,0,0.0,8585,40.48,3.57,32,29
18.0391,21,0,0.0,7157,46.43,2.96,31,29
18.1392,21,0,0.0,6200,41.47,2.25,32,29
18.2394,21,0,0.0,6057,40.48,1.77,32,29
18.3395,21,0,0.0,6057,40.48,1.41,32,29
18.4397,21,0,0.0,6057,40.48,1.32,31,29
18.5398,21,0,0.0,6057,40.48,1.6,32,29
18.64,21,0,0.0,6057,40.48,1.8,32,29
18.7403,15,0,0.0,6057,40.47,1.8,32,29
18.8404,15,0,0.0,5357,44.17,1.6,33,29
18.9406,15,0,0.0,4600,41.26,1.28,32,30
19.0407,15,0,0.0,4471,40.46,1.06,32,30
19.141,15,0,0.0,4471,40.48,0.9,32,30
19.2411,15,0,0.0,4471,40.49,0.83,32,30
19.3413,15,0,0.0,4471,40.5,1.03,32,30
19.4414,15,0,0.0,4471,40.5,1.06,32,30
19.5415,9,0,0.0,4471,40.5,1.06,32,30
19.6417,9,0,0.0,3471,46.24,0.86,32,30
19.7419,9,0,0.0,2971,41.76,0.64,32,30
19.8421,9,0,0.0,2857,40.47,0.45,33,30
19.9422,9,0,0.0,2857,40.48,0.35,33,30
20.0424,9,0,0.0,2857,40.48,0.45,33,30
20.1425,9,0,0.0,2857,40.48,0.51,32,30
20.2426,9,0,0.0,2857,40.49,0.54,33,30
20.3428,6,0,0.0,2857,40.49,0.54,32,30
20.4429,6,0,0.0,2228,42.08,0.45,33,30
20.5431,6,0,0.0,2014,40.48,0.35,32,30
20.6433,6,0,0.0,1942,40.48,0.28,33,30
20.7435,6,0,0.0,1928,40.48,0.22,33,30
20.8437,6,0,0.0,1928,40.5,0.28,33,30
20.9439,6,0,0.0,1928,40.51,0.28,32,30
21.0442,6,0,0.0,1914,40.51,0.28,33,30
21.1444,4,0,0.0,1914,40.51,0.28,33,30
21.2446,4,0,0.0,1528,40.51,0.25,33,30
21.3447,4,0,0.0,1342,40.48,0.22,33,30
21.4449,4,0,0.0,1228,40.5,0.16,33,30
21.5451,4,0,0.0,1171,40.51,0.12,33,30
21.6454,4,0,0.0,1142,40.5,0.16,33,30
21.7456,4,0,0.0,1114,40.51,0.16,32,30
21.8458,4,0,0.0,1100,40.51,0.16,32,30
21.9459,4,0,0.0,1100,40.52,0.16,33,30
22.0461,4,0,0.0,1100,40.52,0.16,33,30
22.1463,4,0,0.0,1100,40.52,0.16,33,30
22.2465,4,0,0.0,1085,40.52,0.12,33,30
22.3467,4,0,0.0,1085,40.54,0.16,33,30
22.4469,4,0,0.0,1085,40.53,0.16,33,30
22.5471,4,0,0.0,1085,40.53,0.12,32,30
22.6473,4,0,0.0,1100,40.53,0.16,32,30
22.7475,4,0,0.0,1085,40.53,0.16,33,30
22.8476,4,0,0.0,1085,40.53,0.16,32,30
22.9479,4,0,0.0,928,40.53,0.12,32,30
23.0481,4,0,0.0,0,40.53,0.09,32,30
23.1483,4,0,0.0,0,40.53,0.03,33,30
23.2485,4,0,0.0,0,40.53,0.03,33,30
23.3487,4,0,0.0,0,40.53,0.03,33,30
23.4489,4,0,0.0,0,40.53,0.03,32,30
23.5492,4,0,0.0,0,40.53,0.03,32,30
23.6493,4,0,0.0,0,40.53,0.03,33,30
23.7496,4,0,0.0,0,40.53,0.03,33,30
23.8498,4,0,0.0,0,40.52,0.03,32,30
23.95,4,0,0.0,0,40.52,0.03,33,30
