time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0526,0,-1.83,0,12.72,0.03,33,26,-2.34,0.0,
0.1528,0,-1.67,0,12.72,0.03,34,26,-2.31,0.0,
0.253,0,-1.77,0,12.72,0.03,33,26,-2.3,0.0,
0.3532,0,-2.06,0,12.72,0.03,33,26,-2.52,0.0,
0.4534,0,-1.97,0,12.72,0.03,33,26,-2.45,0.0,
0.5536,0,-1.71,0,12.72,0.03,34,26,-2.26,0.0,
0.654,0,-1.73,0,12.72,0.03,33,26,-2.33,0.0,
0.7559,0,-1.99,0,12.72,0.03,33,26,-2.54,0.0,
0.857,0,-1.88,0,12.72,0.03,33,26,-2.48,0.0,
0.9571,0,-1.88,0,12.72,0.03,33,26,-2.17,0.0,
1.0582,0,-1.96,0,12.73,0.03,33,26,-2.37,0.0,
1.1584,0,-1.97,0,12.72,0.03,34,26,-2.36,0.0,
1.2585,0,-1.76,0,12.72,0.03,33,26,-2.3,0.0,
1.3587,0,-1.86,0,12.72,0.03,33,26,-2.56,0.0,
1.4588,0,-1.88,0,12.72,0.03,34,26,-2.2,0.0,
1.559,0,-1.79,0,12.72,0.03,33,26,-2.39,0.0,
1.6592,0,-1.86,0,12.73,0.03,33,26,-2.42,0.0,
1.7593,0,-1.72,0,12.72,0.03,33,26,-2.49,0.0,
1.8595,0,-1.76,0,12.72,0.03,33,26,-2.32,0.0,
1.9596,0,-1.97,0,12.72,0.03,34,26,-2.43,0.0,
2.0598,0,-1.93,0,12.72,0.03,33,26,-2.41,0.0,
2.1599,0,-1.95,0,12.72,0.03,33,26,-2.58,0.0,
2.2601,0,-1.89,0,12.72,0.03,33,26,-2.47,0.0,
2.3603,0,-1.78,0,12.72,0.03,33,26,-2.4,0.0,
2.4604,0,-1.89,0,12.72,0.03,33,26,-2.28,0.0,
2.5606,0,-1.96,0,12.72,0.03,34,26,-2.29,0.0,
2.6607,0,-1.95,0,12.72,0.03,34,26,-2.41,0.0,
2.7609,0,-2.08,0,12.72,0.03,34,26,-2.23,0.0,
2.861,0,-1.97,0,12.72,0.03,33,26,-2.52,0.0,
2.9612,0,-1.97,0,12.72,0.03,33,26,-2.37,0.0,
3.0614,0,-1.94,0,12.72,0.03,33,26,-2.4,0.0,
3.1616,0,-1.97,0,12.72,0.03,34,26,-2.62,0.0,
3.2619,0,-2.03,0,12.72,0.03,33,26,-2.35,0.0,
3.3621,0,-2.05,0,12.72,0.03,33,26,-2.35,0.0,
3.4623,0,-2.03,0,12.72,0.03,33,26,-2.33,0.0,
3.5624,0,-1.97,0,12.72,0.03,33,26,-2.51,0.0,
3.6626,0,-1.87,0,12.72,0.03,34,26,-2.37,0.0,
3.7628,0,-1.78,0,12.72,0.03,34,26,-2.46,0.0,
3.863,0,-1.96,0,12.72,0.03,34,26,-2.32,0.0,
3.9632,0,-2.02,0,12.72,0.03,33,26,-2.44,0.0,
4.0634,0,-2.09,0,12.72,0.03,33,26,-2.39,0.0,
4.1636,0,-2.15,0,12.72,0.03,34,26,-2.42,0.0,
4.2638,0,-2.02,0,12.72,0.03,34,26,-2.38,0.0,
4.364,0,-1.94,0,12.72,0.03,33,26,-2.34,0.0,
4.4641,0,-1.99,0,12.72,0.03,33,26,-2.34,0.0,
4.5643,0,-2.03,0,12.72,0.03,34,26,-2.35,0.0,
4.6645,0,-1.93,0,12.72,0.03,33,26,-2.39,0.0,
4.7646,0,-1.85,0,12.72,0.03,34,26,-2.59,0.0,
4.8648,0,-1.84,0,12.72,0.03,33,26,-2.46,0.0,
4.965,0,-1.85,0,12.72,0.03,33,26,-2.35,0.0,
5.0652,0,-1.95,0,12.72,0.03,33,26,-2.4,0.0,
5.1653,0,-2.02,0,12.72,0.03,33,26,-2.44,0.0,
5.2655,0,-1.91,0,12.72,0.03,34,26,-2.52,0.0,
5.3657,0,-1.99,0,12.72,0.03,34,26,-2.46,0.0,
5.4658,0,-2.2,0,12.72,0.03,33,26,-2.33,0.0,
5.566,0,-2.11,0,12.72,0.03,33,26,-2.49,0.0,
5.6662,0,-2.1,0,12.72,0.03,34,26,-2.43,0.0,
5.7664,0,-1.92,0,12.72,0.03,34,26,-2.47,0.0,
5.8665,0,-2.04,0,12.72,0.03,33,26,-2.36,0.0,
5.9667,0,-2.02,0,12.72,0.03,33,26,-2.47,0.0,
6.0669,0,-1.89,0,12.72,0.03,33,26,-2.46,0.0,
6.167,0,-1.93,0,12.72,0.03,34,26,-2.4,0.0,
6.2672,0,-2.01,0,12.72,0.03,33,26,-2.59,0.0,
6.3674,0,-2.1,0,12.72,0.03,34,26,-2.42,0.0,
6.4676,0,-1.89,0,12.72,0.03,33,26,-2.31,0.0,
6.5677,0,-1.96,0,12.72,0.03,34,26,-2.5,0.0,
6.6679,0,-2.14,0,12.73,0.03,34,26,-2.47,0.0,
6.7681,0,-2.06,0,12.73,0.03,33,26,-2.32,0.0,
6.8683,0,-1.98,0,12.72,0.03,33,26,-2.38,0.0,
6.9684,0,-1.75,0,12.72,0.03,33,26,-2.48,0.0,
7.0686,48,-2.03,0,12.72,0.03,34,26,-2.32,0.0,
7.1687,156,-1.97,142,12.71,0.12,33,26,-2.37,0.0,
7.2689,156,-1.31,414,12.71,0.22,33,26,-2.48,0.0,
7.369,156,-1.0,600,12.71,0.25,33,26,-2.44,0.0,
7.4692,156,-1.35,714,12.71,0.25,33,26,-2.48,0.0,
7.5693,156,-1.58,800,12.72,0.19,33,26,-2.58,0.0,
7.6695,156,-1.69,842,12.72,0.16,33,26,-2.44,0.0,
7.7696,156,-1.78,900,12.72,0.16,33,26,-2.36,0.0,
7.8698,156,-1.85,914,12.72,0.12,33,26,-2.52,0.0,
7.9699,156,-2.13,914,12.72,0.12,33,26,-2.43,0.0,
8.0701,156,-2.2,928,12.72,0.12,33,26,-2.44,0.0,
8.1702,156,-2.3,942,12.72,0.12,34,26,-2.3,0.0,
8.2704,156,-2.02,942,12.72,0.12,33,26,-2.4,0.0,
8.3705,156,-2.02,942,12.72,0.12,33,26,-2.46,0.0,
8.4707,156,-2.06,942,12.72,0.12,34,26,-2.32,0.0,
8.5708,278,-1.96,942,12.72,0.12,33,26,-2.39,0.0,
8.671,278,-1.93,1014,12.71,0.16,33,26,-2.43,0.0,
8.7711,278,-1.55,1285,12.71,0.25,33,26,-2.4,0.0,
8.8713,278,-0.73,1528,12.71,0.41,33,26,-2.32,0.0,
8.9714,278,-1.0,1671,12.71,0.51,33,26,-2.32,0.0,
9.0715,278,-1.56,1728,12.71,0.45,33,26,-2.42,0.0,
9.1717,278,-1.67,1785,12.71,0.38,34,26,-2.47,0.0,
9.2718,278,-1.57,1800,12.71,0.32,34,26,-2.38,0.0,
9.372,278,-1.51,1814,12.71,0.28,33,26,-2.45,0.0,
9.4721,278,-1.53,1814,12.71,0.25,33,26,-2.48,0.0,
9.5723,278,-1.53,1828,12.71,0.25,33,26,-2.53,0.0,
9.6724,278,-1.55,1828,12.71,0.25,33,26,-2.28,0.0,
9.7725,278,-1.59,1814,12.71,0.25,34,26,-2.33,0.0,
9.8727,278,-1.57,1828,12.71,0.25,33,26,-2.49,0.0,
9.9728,278,-1.66,1842,12.71,0.25,33,26,-2.46,0.0,
10.073,278,-1.35,1828,12.71,0.25,34,26,-2.47,0.0,
10.1731,334,-1.3,1814,12.71,0.25,33,26,-2.34,0.0,
10.2733,334,-1.29,1900,12.71,0.28,34,26,-2.47,0.0,
10.3734,334,-1.09,2085,12.71,0.41,33,26,-2.38,0.0,
10.4736,334,-1.12,2157,12.71,0.48,34,26,-2.55,0.0,
10.5737,334,-1.3,2185,12.71,0.48,33,26,-2.36,0.0,
10.6739,334,-1.49,2200,12.71,0.41,33,26,-2.42,0.0,
10.774,334,-1.71,2214,12.71,0.35,33,26,-2.43,0.0,
10.8742,334,-1.54,2214,12.71,0.35,34,26,-2.5,0.0,
10.9744,334,-1.73,2214,12.72,0.32,34,26,-2.55,0.0,
11.0746,334,-1.65,2214,12.72,0.32,33,26,-2.52,0.0,
11.1748,334,-1.28,2214,12.72,0.32,33,26,-2.69,0.0,
11.275,423,-1.43,2214,12.72,0.32,34,26,-2.44,0.0,
11.3751,423,-1.58,2242,12.72,0.35,33,26,-2.45,0.0,
11.4753,423,-1.34,2514,12.7,0.57,33,26,-2.51,0.0,
11.5755,423,-0.75,2671,12.72,0.74,33,26,-2.27,0.0,
11.6756,423,-1.28,2757,12.74,0.8,33,26,-2.58,0.0,
11.7758,423,-1.65,2800,12.7,0.67,34,26,-2.35,0.0,
11.876,423,-1.76,2814,12.71,0.61,33,26,-2.46,0.0,
11.9761,423,-1.86,2828,12.71,0.51,34,26,-2.32,0.0,
12.0763,423,-1.82,2828,12.72,0.51,33,26,-2.51,0.0,
12.1765,534,-1.74,2828,12.72,0.45,33,26,-2.51,0.0,
12.2766,534,-1.63,2914,12.71,0.51,33,26,-2.46,0.0,
12.3768,534,-1.15,3285,12.7,0.86,34,26,-2.77,0.0,
12.477,534,-0.63,3385,12.69,1.09,34,26,-2.82,0.0,
12.5771,534,-2.67,3485,12.71,1.22,33,26,-2.9,0.0,
12.6773,534,-3.53,3514,12.71,1.09,34,26,-2.87,0.0,
12.7775,534,-4.01,3557,12.71,0.9,34,27,-3.01,0.0,
12.8777,534,-3.84,3585,12.71,0.8,33,27,-3.12,0.0,
12.9778,534,-3.76,3571,12.71,0.77,33,27,-3.02,0.0,
13.078,534,-3.89,3585,12.7,0.74,33,27,-3.06,0.0,
13.1781,534,-3.83,3585,12.71,0.74,33,27,-3.01,0.0,
13.2783,634,-4.28,3600,12.71,0.7,34,27,-3.01,0.0,
13.3785,634,-4.5,3742,12.69,0.93,34,27,-3.03,0.0,
13.4787,634,-4.14,4000,12.7,1.28,33,27,-3.25,0.0,
13.5789,634,-5.54,4157,12.71,1.57,33,27,-3.02,0.0,
13.6791,634,-6.26,4242,12.71,1.6,34,27,-3.14,0.0,
13.7792,634,-6.79,4285,12.7,1.35,33,27,-3.56,0.0,
13.8794,634,-7.06,4300,12.71,1.19,34,27,-4.05,0.0,
13.9796,634,-7.04,4314,12.72,1.03,34,27,-2.73,0.0,
14.0797,634,-7.35,4300,12.7,0.99,34,27,-3.97,0.0,
14.1799,634,-7.53,4300,12.71,0.99,34,27,-3.64,0.0,
14.2801,634,-7.84,4300,12.74,0.99,34,27,-3.45,0.0,
14.3803,634,-7.69,4300,12.72,0.93,33,27,-4.03,0.0,
14.4805,634,-7.69,4300,12.72,0.86,33,27,-4.01,0.0,
14.5807,634,-7.89,4300,12.74,0.86,34,27,-2.96,0.0,
14.6809,634,-7.86,4300,12.71,0.9,34,27,-4.44,0.0,
14.7811,634,-7.75,4342,12.72,0.99,33,27,-4.33,0.0,
14.8812,679,-7.69,4300,12.71,1.06,34,27,-3.34,0.0,
14.9814,679,-7.88,4314,12.7,1.06,34,27,-3.96,0.0,
15.0816,679,-7.96,4442,12.7,1.22,34,27,-3.82,0.0,
15.1818,679,-7.77,4514,12.71,1.41,33,27,-3.17,0.0,
15.2819,679,-6.43,4557,12.73,1.51,33,27,-4.53,0.0,
15.3821,679,-5.0,4500,12.7,1.48,33,27,-3.17,0.0,
15.4822,679,-3.81,4514,12.71,1.41,34,27,-3.58,0.0,
15.5824,679,-3.23,4571,12.71,1.38,33,27,-2.66,0.0,
15.6826,679,-2.76,4571,12.71,1.44,34,27,-1.92,0.0,
15.7828,756,-2.1,4571,12.7,1.44,33,27,-2.76,0.0,
15.8829,756,-1.43,4642,12.7,1.51,34,28,-2.13,0.0,
15.9831,756,-1.37,4742,12.68,1.83,34,28,-2.16,0.0,
16.0833,756,0.06,4900,12.68,2.06,34,28,-2.35,0.0,
16.1834,756,1.07,4828,12.7,2.22,33,28,-2.58,0.0,
16.2836,756,1.32,5014,12.7,2.18,34,28,-3.32,0.0,
16.3838,756,1.17,4957,12.71,2.09,34,28,-1.76,0.0,
16.4839,756,0.97,4971,12.7,1.99,33,28,-2.83,0.0,
16.5841,756,0.76,4914,12.7,1.93,33,28,-3.13,0.0,
16.6843,823,0.8,4957,12.71,1.93,34,28,-2.21,0.0,
16.7844,823,0.53,5114,12.67,2.12,34,28,-2.41,0.0,
16.8846,823,3.05,5271,12.68,2.38,33,28,-3.0,0.0,
16.9848,823,4.33,5328,12.71,2.44,33,28,-1.87,0.0,
17.0849,823,5.4,5328,12.7,2.64,33,28,-2.63,0.0,
17.1851,823,6.19,5400,12.69,2.47,33,28,-4.09,0.0,
17.2852,823,6.64,5300,12.7,2.38,33,28,-2.64,0.0,
17.3854,823,7.55,5300,12.67,2.41,34,28,-1.94,0.0,
17.4856,879,7.48,5285,12.69,2.41,33,28,-1.17,0.0,
17.5858,879,6.66,5257,12.71,2.38,34,28,-0.81,0.0,
17.6859,879,6.91,5414,12.7,2.54,34,28,-1.25,0.0,
17.7861,879,10.84,5528,12.68,2.76,33,28,-5.0,0.0,
17.8863,879,13.77,5585,12.69,2.96,34,29,-3.02,0.0,
