time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg
0.0195,8,0,-0.86,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.1198,8,0,-0.86,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.22,8,0,-0.86,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.3202,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.4205,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.5208,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.6211,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.7214,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.8216,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
0.9219,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.0222,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.1224,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.2226,8,0,-0.76,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.3229,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.4231,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.5235,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.6237,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.724,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.8242,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
1.9245,8,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
2.0257,13,0,-0.71,0,40.48,0.03,30,26,1.71,1.43,-20.0,-3.45
2.1259,13,0,-0.71,0,40.48,0.03,30,26,1.71,1.52,-20.0,-20.0
2.2262,13,1532,-0.71,0,40.48,0.03,30,26,1.88,1.44,-11.53,-5.38
2.3264,13,3271,-0.22,0,40.48,0.03,30,26,1.87,1.44,-13.26,-5.38
2.4266,13,3891,-0.22,0,40.48,0.03,30,26,1.88,1.45,-11.53,-7.18
2.5269,13,3880,-0.22,0,40.48,0.03,30,26,1.87,1.45,-13.26,-7.18
2.6272,13,1976,-0.22,3957,40.48,1.19,30,27,1.87,1.45,-13.26,-7.18
2.7274,13,3931,-0.22,3957,40.48,1.19,30,27,1.88,1.44,-11.53,-5.38
2.8276,13,3916,-0.22,3957,40.48,1.19,30,27,1.9,1.45,-4.53,-7.18
2.9278,13,3968,-0.22,3957,40.48,1.19,30,27,1.9,1.45,-4.53,-7.18
3.028,13,3952,-0.22,3957,40.48,1.19,30,27,1.88,1.45,-11.53,-7.18
3.1282,13,1976,-0.22,3957,40.48,1.19,30,27,1.88,1.45,-11.53,-7.18
3.2284,13,3942,-0.22,3957,40.48,1.19,30,27,1.88,1.45,-11.53,-7.18
3.3286,13,1976,73.29,3957,40.48,1.19,30,27,1.88,1.45,-11.53,-7.18
3.4289,16,3947,73.29,3957,40.48,1.19,30,27,1.88,1.42,-11.53,-1.5
3.5291,16,4279,73.29,3957,40.48,1.19,30,27,1.88,1.45,-11.53,-7.18
3.6294,16,4724,73.29,4800,40.49,1.22,30,27,1.87,1.44,-13.26,-5.38
3.7296,16,4777,73.29,4800,40.49,1.22,30,27,1.87,1.45,-13.26,-7.18
3.8298,16,4800,73.29,4800,40.49,1.22,30,27,1.89,1.45,-9.05,-7.18
3.93,16,2417,73.29,4800,40.49,1.22,30,27,1.88,1.45,-11.53,-7.18
4.0303,16,2433,73.29,4800,40.49,1.22,30,27,1.87,1.45,-13.26,-7.18
4.1305,16,4792,73.29,4800,40.49,1.22,30,27,1.87,1.45,-13.26,-7.18
4.2307,16,2419,73.29,4800,40.49,1.22,30,27,1.88,1.42,-11.53,-1.5
4.3311,20,2415,114.78,4800,40.49,1.22,30,27,1.88,1.44,-11.53,-5.38
4.4313,20,2599,114.78,4800,40.49,1.22,30,27,1.88,1.45,-11.53,-7.18
4.5316,20,2879,114.78,4800,40.49,1.22,30,27,1.88,1.44,-11.53,-5.38
4.6319,20,2906,114.78,5828,40.48,1.73,30,27,1.88,1.45,-11.53,-7.18
4.7321,20,2944,114.78,5828,40.48,1.73,30,27,1.87,1.44,-13.26,-5.38
4.8323,20,2926,114.78,5828,40.48,1.73,30,27,1.87,1.45,-13.26,-7.18
4.9326,20,5736,114.78,5828,40.48,1.73,30,27,1.87,1.44,-13.26,-5.38
5.0328,20,2895,114.78,5828,40.48,1.73,30,27,1.87,1.43,-13.26,-3.45
5.133,20,2912,114.78,5828,40.48,1.73,30,27,1.87,1.45,-13.26,-7.18
