time_s,throttle,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg,enc_deg,pitch_enc
0.0117,0,0,-0.2,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.1121,0,0,-0.08,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.2124,0,0,-0.14,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.3127,0,0,-0.04,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.413,0,0,0.09,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.5134,0,0,0.06,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.6137,0,0,0.01,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.714,0,0,-0.06,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.8143,0,0,-0.1,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
0.9146,0,0,-0.17,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.0149,0,0,0.13,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.1152,0,0,0.03,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.2155,0,0,0.0,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.3158,0,0,-0.06,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.416,0,0,-0.08,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.5164,0,0,0.01,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.6167,0,0,-0.03,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.717,0,0,-0.05,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.8174,0,0,-0.12,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
1.9176,0,0,-0.06,0,24.28,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.0179,0,0,-0.11,0,24.28,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.1183,0,0,-0.13,0,24.28,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.2186,0,0,-0.12,0,24.28,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.3189,0,0,-0.12,0,24.28,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.4191,0,0,-0.17,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.5194,0,0,-0.12,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.6197,0,0,0.04,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.72,0,0,-0.05,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.8203,0,0,-0.14,0,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
2.9206,148,0,-0.14,0,24.27,0.09,29,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
3.0209,48,0,-0.12,228,24.27,0.09,28,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
3.1212,148,0,0.17,314,24.27,0.16,29,34,0.0,0.0,-20.0,-20.0,356.221,-1.09
3.2215,148,0,1.36,428,24.27,0.16,28,34,0.0,0.0,-20.0,-20.0,356.133,-1.37
3.3218,148,0,0.72,500,24.27,0.16,28,34,0.0,0.0,-20.0,-20.0,356.045,-1.65
3.4222,148,0,0.02,528,24.29,0.16,28,34,0.0,0.0,-20.0,-20.0,355.869,-2.21
3.5225,148,0,-0.21,557,24.29,0.12,28,34,0.0,0.0,-20.0,-20.0,355.781,-2.49
3.6228,148,0,-0.27,571,24.29,0.12,28,34,0.0,0.0,-20.0,-20.0,355.693,-2.78
3.7231,148,0,-0.44,585,24.28,0.12,28,34,0.0,0.0,-20.0,-20.0,355.605,-3.07
3.8234,148,0,-0.57,600,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.518,-3.35
3.9237,148,0,-0.49,614,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.43,-3.64
4.024,148,0,-0.57,614,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.43,-3.64
4.1243,148,0,-0.77,614,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.43,-3.64
4.2246,148,0,-0.9,614,24.28,0.12,28,34,0.0,0.0,-20.0,-20.0,355.43,-3.64
4.3249,148,0,-0.89,628,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.342,-3.94
4.4252,148,0,-0.91,628,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.254,-4.23
4.5258,148,0,-0.88,628,24.27,0.12,29,34,0.0,0.0,-20.0,-20.0,355.254,-4.23
4.6261,148,0,-0.86,628,24.27,0.12,28,34,0.0,0.0,-20.0,-20.0,355.166,-4.53
4.7264,148,0,-0.68,628,24.28,0.12,28,34,0.0,0.0,-20.0,-20.0,355.166,-4.53
4.8267,148,0,-0.8,628,24.28,0.12,28,34,0.0,0.0,-20.0,-20.0,355.166,-4.53
4.927,148,0,-0.93,628,24.28,0.12,28,34,0.0,0.0,-20.0,-20.0,355.078,-4.82
5.0273,148,0,-1.02,628,24.29,0.12,28,34,0.0,0.0,-20.0,-20.0,354.99,-5.12
5.1276,148,0,-1.1,628,24.29,0.12,28,34,0.0,0.0,-20.0,-20.0,354.99,-5.12
5.2279,148,0,-1.09,628,24.3,0.12,28,34,0.0,0.0,-20.0,-20.0,355.078,-4.82
5.3283,148,0,-0.93,628,24.28,0.12,28,34,0.0,0.0,-20.0,-20.0,354.99,-5.12
5.4286,148,0,-0.74,628,24.29,0.12,28,34,0.0,0.0,-20.0,-20.0,354.99,-5.12
