time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0702,0,-0.62,0,24.48,0.03,33,2,-40.0,0.0,
0.1703,0,-0.54,0,24.48,0.03,32,2,-40.28,0.0,
0.2705,0,-0.71,0,24.48,0.03,33,2,-39.88,0.0,
0.3706,0,-0.67,0,24.48,0.03,33,2,-39.77,0.0,
0.4708,0,-0.72,0,24.48,0.03,33,2,-39.94,0.0,
0.571,0,-0.73,0,24.48,0.03,33,2,-40.09,0.0,
0.6712,0,-0.58,0,24.48,0.03,32,2,-40.07,0.0,
0.7714,0,-0.69,0,24.48,0.03,33,2,-39.83,0.0,
0.8716,0,-0.76,0,24.48,0.03,32,2,-39.98,0.0,
0.9717,0,-0.72,0,24.48,0.03,33,2,-39.86,0.0,
1.0719,0,-0.64,0,24.48,0.03,32,2,-39.9,0.0,
1.1721,0,-0.59,0,24.48,0.03,33,2,-39.95,0.0,
1.2723,0,-0.55,0,24.48,0.03,33,2,-39.79,0.0,
1.3724,0,-0.54,0,24.48,0.03,33,2,-39.84,0.0,
1.4726,0,-0.49,0,24.48,0.03,33,2,-39.68,0.0,
1.5728,0,-0.47,0,24.48,0.03,33,2,-40.14,0.0,
1.673,0,-0.41,0,24.48,0.03,33,2,-39.68,0.0,
1.7732,48,-0.39,0,24.48,0.03,33,2,-40.02,0.0,
1.8734,167,-0.42,314,24.42,0.25,33,2,-39.62,0.0,
1.9736,167,-0.28,857,24.43,0.45,33,2,-39.58,0.0,
2.0738,167,-4.58,1271,24.45,0.61,33,2,-39.86,0.0,
2.1739,167,-14.92,1385,24.45,0.64,34,2,-40.15,0.0,
2.2741,167,-25.46,1442,24.44,0.48,33,2,-39.88,0.0,
2.3743,167,-30.97,1471,24.44,0.35,33,2,-39.92,0.0,
2.4744,167,-33.56,1471,24.45,0.32,33,2,-40.17,0.0,
2.5746,167,-34.83,1485,24.45,0.32,33,2,-40.07,0.0,
2.6748,167,-35.09,1500,24.44,0.32,33,2,-40.4,0.0,
2.775,167,-35.04,1500,24.44,0.32,32,2,-40.01,0.0,
2.8752,167,-35.23,1500,24.45,0.32,33,2,-40.2,0.0,
2.9754,167,-35.6,1500,24.45,0.32,33,2,-39.8,0.0,
