time_s,throttle,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg,enc_deg,pitch_enc
0.0976,0,0,-0.81,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.1979,0,0,-0.87,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.2982,0,0,-0.87,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.3985,0,0,-0.78,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.4988,0,0,-0.78,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.5991,0,0,-0.7,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.6994,0,0,-0.7,0,12.72,0.03,29,0,0.0,0.0,-20.0,-20.0,349.102,2.82
0.7997,0,0,-0.9,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
0.9,0,0,-0.9,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.0002,0,0,-0.82,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.1005,0,0,-0.82,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.2008,0,0,-0.75,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.3011,0,0,-0.75,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.4016,0,0,-0.86,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.5019,0,0,-0.86,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.6022,0,0,-0.54,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.7025,0,0,-0.54,0,12.72,0.03,29,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.8028,0,0,-0.7,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
1.903,0,0,-0.7,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.0033,0,0,-0.86,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.102,2.82
2.1036,0,0,-0.86,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.2039,0,0,-0.72,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.3043,0,0,-0.72,0,12.72,0.03,29,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.4045,137,0,-0.84,0,12.72,0.03,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.5048,137,0,-0.84,214,12.72,0.06,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.6051,137,0,-0.15,257,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.7054,137,0,-0.15,528,12.72,0.16,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.8057,137,0,0.36,600,12.72,0.19,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
2.906,137,0,0.36,671,12.72,0.16,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.0063,137,0,-0.02,714,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.1065,137,0,-0.02,757,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.2068,137,0,0.16,771,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.3072,137,0,0.16,785,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.4075,137,0,-0.2,800,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.5078,137,0,-0.2,800,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.608,137,0,-0.42,800,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.7084,137,0,-0.42,814,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.8087,137,0,-0.37,800,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
3.9089,137,0,-0.37,814,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.0092,137,0,-0.17,814,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.1095,137,0,-0.17,814,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.2098,137,0,-0.22,814,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.3101,137,0,-0.22,800,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.4104,137,0,-0.51,814,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.5107,137,0,-0.51,800,12.72,0.09,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.6109,137,0,-0.65,800,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.7112,137,0,-0.65,800,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.8116,199,0,-0.47,800,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
4.9119,199,0,-0.47,885,12.72,0.12,28,0,0.0,0.0,-20.0,-20.0,349.014,2.67
