time_s,throttle,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg,enc_deg,pitch_enc
0.0529,216,0,0.07,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.1533,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.2536,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.354,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.4543,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.5546,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.6549,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
0.7552,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.322,-7.47
0.8555,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.322,-7.47
0.9558,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
1.0561,216,0,0.08,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
1.1564,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.322,-7.47
1.2567,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
1.357,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
1.4573,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
1.5576,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.322,-7.47
1.6579,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.322,-7.47
1.7582,216,0,0.0,0,12.71,0.03,29,1,0.0,0.0,-20.0,-20.0,345.234,-7.64
