time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0846,178,-40.47,1614,24.45,0.38,32,1,-39.96,0.0,
0.1848,178,-39.95,1614,24.45,0.38,33,1,-39.84,0.0,
0.2849,178,-40.09,1614,24.45,0.35,33,1,-40.12,0.0,
0.3851,178,-40.59,1600,24.45,0.35,32,1,-39.91,0.0,
0.4853,178,-40.65,1600,24.45,0.35,33,1,-40.17,0.0,
0.5855,178,-40.53,1600,24.45,0.35,33,1,-39.77,0.0,
0.6857,178,-40.35,1614,24.46,0.35,33,1,-39.73,0.0,
0.7859,178,-40.66,1600,24.46,0.35,32,1,-40.0,0.0,
0.886,178,-40.8,1600,24.46,0.35,33,1,-40.11,0.0,
0.9862,178,-40.39,1600,24.46,0.35,33,1,-39.78,0.0,
1.0864,178,-40.77,1600,24.46,0.35,33,1,-40.37,0.0,
1.1865,178,-40.82,1600,24.46,0.38,33,1,-40.22,0.0,
1.2867,178,-40.77,1600,24.46,0.38,32,1,-39.76,0.0,
1.3869,178,-40.59,1585,24.46,0.38,33,1,-39.86,0.0,
1.487,178,-40.31,1600,24.46,0.38,32,1,-40.15,0.0,
1.5872,178,-40.72,1600,24.46,0.38,33,1,-39.66,0.0,
1.6874,178,-40.58,1600,24.46,0.35,33,1,-39.95,0.0,
1.7876,178,-40.17,1600,24.46,0.35,33,1,-40.04,0.0,
1.8878,178,-40.66,1600,24.46,0.35,32,1,-39.87,0.0,
1.9879,178,-40.46,1600,24.46,0.35,33,1,-39.94,0.0,
2.0881,178,-40.51,1614,24.46,0.35,33,1,-39.81,0.0,
2.1882,178,-40.42,1600,24.46,0.35,32,1,-40.18,0.0,
2.2884,178,-40.8,1614,24.46,0.35,32,1,-39.94,0.0,
2.3886,178,-41.38,1600,24.46,0.35,32,1,-40.14,0.0,
2.4888,178,-40.87,1600,24.46,0.35,32,1,-39.84,0.0,
2.5889,178,-39.93,1614,24.46,0.35,33,1,-39.89,0.0,
2.6891,178,-40.15,1600,24.46,0.35,33,1,-40.0,0.0,
2.7893,178,-40.72,1600,24.46,0.35,33,1,-39.85,0.0,
2.8894,178,-40.94,1614,24.46,0.35,32,1,-40.0,0.0,
2.9896,178,-40.97,1600,24.46,0.35,32,1,-40.13,0.0,
3.0898,178,-40.94,1600,24.46,0.35,33,1,-39.73,0.0,
3.1899,178,-40.66,1600,24.46,0.35,33,1,-39.74,0.0,
3.2901,178,-40.33,1614,24.46,0.35,33,1,-39.84,0.0,
3.3903,178,-40.85,1600,24.46,0.35,33,1,-40.02,0.0,
3.4905,178,-40.93,1600,24.46,0.35,33,1,-40.19,0.0,
3.5906,178,-40.86,1600,24.46,0.35,33,1,-39.96,0.0,
3.6908,178,-40.48,1600,24.46,0.35,33,1,-39.71,0.0,
3.791,178,-39.78,1614,24.46,0.35,32,1,-40.1,0.0,
3.8911,178,-40.2,1614,24.46,0.35,33,1,-40.22,0.0,
3.9913,178,-40.89,1600,24.46,0.35,33,1,-39.95,0.0,
4.0914,178,-40.27,1600,24.46,0.35,32,1,-40.16,0.0,
4.1915,178,-40.71,1614,24.46,0.35,33,1,-40.02,0.0,
4.2917,178,-40.62,1600,24.46,0.35,32,1,-39.49,0.0,
4.3918,178,-40.17,1614,24.46,0.35,33,1,-39.74,0.0,
4.492,178,-40.98,1614,24.46,0.35,32,1,-40.06,0.0,
4.5922,178,-40.95,1600,24.46,0.35,33,1,-39.92,0.0,
4.6923,178,-40.8,1614,24.47,0.35,32,1,-39.86,0.0,
4.7925,178,-40.45,1600,24.46,0.35,33,1,-40.14,0.0,
4.8926,178,-40.21,1614,24.46,0.35,33,1,-40.07,0.0,
