time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg
4.3452,7,2183,42.65,2185,44.54,0.48,29,79,3.22,0.13,30.0,25.0
4.4455,7,2201,44.98,2200,44.54,0.48,28,79,3.23,0.13,30.0,25.0
4.5457,7,2191,46.02,2200,44.55,0.48,29,79,3.22,0.13,30.0,25.0
4.646,7,2197,46.41,2200,44.55,0.48,28,79,3.23,0.12,30.0,25.0
4.7463,7,2207,46.61,2200,44.54,0.48,28,79,3.22,0.12,30.0,25.0
4.8467,7,2196,46.47,2200,44.54,0.48,29,79,3.22,0.12,30.0,25.0
4.947,8,2197,46.62,2200,44.54,0.48,29,79,3.23,0.12,30.0,25.0
5.0472,8,2210,46.42,2257,44.54,0.48,29,79,3.22,0.12,30.0,25.0
5.1475,8,2394,47.82,2414,44.54,0.54,28,79,3.23,0.11,30.0,25.0
5.2478,8,2448,52.45,2457,44.54,0.57,29,79,3.22,0.12,30.0,25.0
5.3481,8,2485,56.15,2471,44.54,0.61,29,79,3.24,0.11,30.0,25.0
5.4483,8,2475,57.79,2485,44.54,0.61,29,79,3.23,0.13,30.0,25.0
5.5486,8,2479,58.69,2485,44.54,0.61,29,79,2.1,0.13,-6.77,25.0
5.6488,8,2481,59.56,2485,44.54,0.61,28,79,3.22,0.13,30.0,25.0
5.7491,8,2485,59.85,2485,44.54,0.61,29,79,3.23,0.12,30.0,25.0
5.8493,8,2493,59.35,2485,44.54,0.61,29,79,3.05,0.12,24.24,25.0
5.9496,9,2479,59.02,2485,44.54,0.61,28,79,1.95,0.13,-20.0,25.0
6.0499,9,2586,59.22,2585,44.54,0.61,29,79,3.22,0.13,30.0,25.0
6.1501,9,2722,60.65,2714,44.54,0.64,28,79,3.22,0.12,30.0,25.0
6.2504,9,2772,66.02,2757,44.54,0.7,28,79,3.23,0.12,30.0,25.0
6.3506,9,2788,71.4,2800,44.54,0.74,29,79,3.21,0.12,30.0,25.0
6.4508,9,2793,73.42,2800,44.54,0.77,28,79,3.23,0.12,30.0,25.0
6.5511,9,2793,74.27,2800,44.54,0.77,28,79,3.23,0.12,30.0,25.0
6.6514,9,2803,74.96,2800,44.54,0.77,30,79,3.22,0.13,30.0,25.0
6.7516,9,2798,75.06,2800,44.54,0.77,29,79,3.22,0.12,30.0,25.0
6.852,9,2798,75.29,2800,44.54,0.77,29,79,1.84,0.12,-30.0,25.0
6.9522,10,2801,75.16,2800,44.54,0.77,28,79,3.22,0.13,30.0,25.0
7.0525,10,2909,75.03,2857,44.54,0.77,28,79,3.23,0.12,30.0,25.0
7.1528,10,3009,75.93,3000,44.54,0.83,29,79,3.22,0.13,30.0,25.0
7.253,10,3042,80.77,3042,44.54,0.86,29,79,3.22,0.13,30.0,25.0
7.3535,10,3051,85.69,3057,44.54,0.9,29,80,3.22,0.13,30.0,25.0
7.4537,10,3036,87.56,3042,44.54,0.93,29,80,3.22,0.12,30.0,25.0
7.554,10,3054,88.81,3042,44.54,0.9,28,80,3.22,0.13,30.0,25.0
7.6543,10,3054,88.63,3057,44.54,0.9,29,80,3.22,0.13,30.0,25.0
7.7545,10,3064,88.7,3057,44.54,0.9,29,80,3.23,0.13,30.0,25.0
7.8548,10,3051,89.11,3057,44.54,0.9,29,80,3.23,0.86,30.0,18.66
7.9551,11,3051,89.07,3057,44.54,0.93,29,80,3.22,0.13,30.0,25.0
8.0553,11,3181,88.97,3142,44.54,0.93,29,80,3.22,0.13,30.0,25.0
8.1556,11,3278,89.99,3271,44.54,0.99,29,80,3.22,0.13,30.0,25.0
8.2559,11,3322,95.52,3342,44.52,1.06,29,80,3.22,0.13,30.0,25.0
8.3562,11,3337,102.4,3357,44.52,1.09,28,80,3.22,1.22,30.0,-3.65
8.4564,11,3351,105.9,3357,44.52,1.12,29,80,3.22,0.12,30.0,25.0
8.5567,11,3370,107.48,3371,44.52,1.12,29,80,3.22,1.28,30.0,-7.64
8.6569,11,3367,108.42,3371,44.53,1.12,29,80,3.21,0.12,30.0,25.0
8.7572,11,3363,108.19,3371,44.53,1.12,29,80,3.21,0.12,30.0,25.0
8.8575,11,3344,108.44,3371,44.53,1.12,29,80,3.22,0.12,30.0,25.0
8.9577,12,3367,108.71,3371,44.53,1.12,29,80,3.22,0.13,30.0,25.0
9.0579,12,3452,108.36,3485,44.54,1.15,29,80,3.22,0.12,30.0,25.0
9.1582,12,3588,108.45,3585,44.54,1.22,29,80,3.19,1.29,29.82,-8.31
9.2585,12,3623,114.23,3628,44.54,1.25,29,80,3.21,0.12,30.0,25.0
9.3588,12,3627,121.23,3642,44.53,1.28,29,80,3.2,0.13,30.0,25.0
9.459,12,3627,125.04,3642,44.53,1.35,29,80,3.2,0.13,30.0,25.0
9.5593,12,3645,126.8,3642,44.53,1.35,29,80,3.21,0.12,30.0,25.0
9.6596,12,3627,127.2,3642,44.54,1.35,29,80,3.19,0.13,29.82,25.0
9.7599,12,3631,127.45,3657,44.54,1.35,29,80,3.2,0.13,30.0,25.0
9.8602,12,3614,126.9,3657,44.54,1.35,29,80,3.21,0.12,30.0,25.0
9.9604,13,3640,126.95,3657,44.54,1.35,29,80,3.2,0.12,30.0,25.0
10.0607,13,3717,126.66,3728,44.54,1.35,29,80,3.19,0.12,29.82,25.0
10.161,13,3750,126.91,3814,44.54,1.41,29,80,3.17,0.13,28.64,25.0
10.2612,13,3861,131.41,3842,44.54,1.44,29,80,3.17,0.13,28.64,25.0
10.3615,13,3861,138.49,3871,44.54,1.51,29,80,3.18,0.12,29.23,25.0
10.4618,13,3836,142.26,3871,44.53,1.54,29,81,3.16,0.12,28.05,25.0
10.5621,13,1934,142.65,3871,44.53,1.54,28,81,3.17,0.13,28.64,25.0
10.6624,13,3875,142.88,3871,44.53,1.54,29,81,3.16,0.12,28.05,25.0
10.7626,13,3870,142.98,3871,44.53,1.54,29,81,3.16,0.13,28.05,25.0
10.8629,13,3870,143.29,3885,44.54,1.54,29,81,3.16,0.13,28.05,25.0
10.9632,14,1943,142.59,3885,44.54,1.54,29,81,3.17,0.13,28.64,25.0
11.0635,14,3957,142.26,3971,44.5,1.57,29,81,3.15,0.13,27.46,25.0
11.1637,14,4043,142.45,4057,44.51,1.6,29,81,3.16,0.12,28.05,25.0
11.264,14,2044,146.93,4085,44.51,1.64,29,81,3.18,0.13,29.23,25.0
11.3643,14,4098,157.96,4071,44.51,1.7,30,81,3.17,0.11,28.64,25.0
11.4645,14,4178,159.17,4100,44.51,1.73,29,81,3.18,0.12,29.23,25.0
11.5648,14,2049,158.79,4100,44.53,1.77,29,81,3.17,0.13,28.64,25.0
11.6651,14,4087,159.23,4085,44.52,1.77,30,81,3.17,0.13,28.64,25.0
11.7657,14,4076,160.12,4100,44.52,1.77,29,81,3.17,0.49,28.64,19.61
11.8673,14,2043,159.62,4071,44.52,1.77,29,81,3.16,0.12,28.05,25.0
11.9676,15,2042,160.42,4100,44.52,1.77,29,81,3.18,0.13,29.23,25.0
12.0678,15,4195,159.89,4228,44.52,1.83,29,81,3.2,0.12,30.0,25.0
12.168,15,4267,160.52,4228,44.52,1.83,29,81,3.2,0.13,30.0,25.0
12.2683,15,4285,170.12,4328,44.51,1.96,29,81,3.2,0.12,30.0,25.0
12.3702,15,4291,173.7,4328,44.51,1.96,29,81,3.19,0.12,29.82,25.0
12.4704,15,4291,175.5,4300,44.52,1.99,29,82,3.17,0.11,28.64,25.0
12.5709,15,4273,176.46,4285,44.51,1.99,29,82,3.18,0.12,29.23,25.0
12.6712,15,2152,176.58,4300,44.51,1.99,30,82,3.2,0.12,30.0,25.0
12.7715,15,4297,176.57,4314,44.53,1.99,29,82,3.2,0.13,30.0,25.0
12.8717,15,2159,175.98,4300,44.51,1.96,29,82,3.19,0.12,29.82,25.0
12.972,15,4304,175.95,4300,44.54,1.96,29,82,3.19,0.12,29.82,25.0
13.0723,15,2152,176.39,4300,44.51,1.96,30,82,3.2,0.12,30.0,25.0
13.1725,14,2148,175.84,4257,44.51,1.93,29,82,3.19,0.11,29.82,25.0
13.2728,14,2097,175.99,4142,44.51,1.89,29,82,3.18,0.13,29.23,25.0
13.3731,14,4098,174.2,4100,44.51,1.83,30,82,3.18,0.13,29.23,25.0
13.4734,14,4092,166.33,4100,44.51,1.8,30,82,3.17,0.12,28.64,25.0
13.5737,14,4087,162.33,4085,44.51,1.73,30,82,3.17,0.12,28.64,25.0
13.674,14,4087,160.34,4100,44.51,1.73,30,82,3.18,0.12,29.23,25.0
13.7742,14,4087,159.77,4100,44.52,1.77,30,82,3.16,0.13,28.05,25.0
13.8745,14,2049,159.14,4100,44.52,1.77,30,82,3.18,0.11,29.23,25.0
13.9748,14,4016,158.97,4100,44.53,1.73,30,82,3.17,0.12,28.64,25.0
14.075,14,4092,158.67,4071,44.52,1.73,30,82,3.17,0.17,28.64,25.0
14.1753,13,4087,159.06,4014,44.54,1.73,30,82,3.18,0.13,29.23,25.0
14.2756,13,3968,160.2,3914,44.54,1.67,30,82,3.17,0.12,28.64,25.0
14.3759,13,3886,157.76,3900,44.54,1.64,30,82,3.15,0.12,27.46,25.0
14.4762,13,3856,151.02,3885,44.54,1.6,29,83,3.16,0.13,28.05,25.0
14.5765,13,1937,145.46,3871,44.54,1.54,30,83,3.16,0.11,28.05,25.0
14.6767,13,3851,143.7,3885,44.54,1.54,30,83,3.15,0.12,27.46,25.0
14.7769,13,3870,142.91,3885,44.52,1.54,30,83,3.17,0.12,28.64,25.0
14.8772,13,3875,142.76,3885,44.53,1.54,30,83,3.15,0.13,27.46,25.0
14.9777,13,3865,143.37,3885,44.53,1.54,30,83,3.17,0.41,28.64,24.13
15.078,13,3851,142.52,3871,44.52,1.54,30,83,3.15,0.13,27.46,25.0
15.1782,12,3870,142.36,3842,44.55,1.51,30,83,3.16,0.12,28.05,25.0
15.2784,12,1891,142.55,3685,44.54,1.44,30,83,3.2,0.12,30.0,25.0
15.3787,12,3663,141.16,3671,44.54,1.41,30,83,3.19,0.38,29.82,25.82
15.479,12,3649,134.91,3657,44.54,1.38,30,83,3.2,0.13,30.0,25.0
15.5792,12,3605,129.66,3657,44.54,1.35,29,83,3.2,0.13,30.0,25.0
15.6795,12,3654,127.57,3657,44.54,1.35,30,83,1.89,0.12,-29.0,25.0
15.7798,12,3623,126.41,3628,44.54,1.35,30,83,3.2,0.12,30.0,25.0
15.8801,12,3631,126.42,3657,44.54,1.35,30,83,3.19,0.13,29.82,25.0
15.9803,12,3618,126.48,3642,44.54,1.35,30,83,3.2,0.13,30.0,25.0
16.0806,12,3623,126.21,3642,44.54,1.35,30,83,3.19,0.12,29.82,25.0
16.1809,11,3640,126.1,3557,44.55,1.32,30,83,3.19,0.13,29.82,25.0
16.2811,11,3484,126.67,3428,44.54,1.28,30,83,3.2,0.12,30.0,25.0
16.3813,11,3401,125.55,3400,44.54,1.22,30,83,3.22,1.47,30.0,-30.0
16.4816,11,3386,118.58,3371,44.54,1.12,30,83,3.21,0.12,30.0,25.0
16.5819,11,3359,112.51,3385,44.54,1.12,30,83,3.23,0.12,30.0,25.0
16.6821,11,3355,109.86,3371,44.54,1.12,30,83,3.21,0.13,30.0,25.0
16.7824,11,3363,108.87,3371,44.54,1.12,30,83,3.21,0.13,30.0,25.0
16.8826,11,3355,108.61,3371,44.54,1.09,30,83,3.21,0.12,30.0,25.0
16.9829,11,3351,109.31,3371,44.54,1.12,30,83,3.21,0.13,30.0,25.0
17.0831,11,3363,108.66,3371,44.54,1.12,30,83,3.22,0.13,30.0,25.0
17.1834,10,3363,108.42,3300,44.55,1.09,30,83,3.15,0.13,27.46,25.0
17.2836,10,3184,108.39,3114,44.54,1.03,30,83,3.21,0.13,30.0,25.0
17.3839,10,3095,106.74,3085,44.54,0.99,30,83,3.23,0.13,30.0,25.0
17.4841,10,3067,100.92,3071,44.54,0.93,30,84,3.22,0.12,30.0,25.0
17.5844,10,3058,94.24,3057,44.54,0.9,30,84,3.22,0.13,30.0,25.0
17.6846,10,3054,91.18,3057,44.53,0.9,30,84,3.23,0.13,30.0,25.0
17.7849,10,3054,89.24,3057,44.54,0.9,30,84,3.22,1.27,30.0,-6.98
17.8852,10,3054,89.22,3057,44.54,0.9,30,84,3.21,0.12,30.0,25.0
17.9854,10,3058,89.0,3057,44.54,0.9,30,84,3.22,0.13,30.0,25.0
18.0857,10,3070,89.07,3057,44.54,0.9,30,84,1.85,0.13,-30.0,25.0
18.186,9,3051,88.98,2971,44.54,0.9,30,84,3.22,0.12,30.0,25.0
18.2882,9,2898,89.17,2871,44.54,0.83,30,84,3.23,0.13,30.0,25.0
18.3885,9,2814,89.1,2828,44.54,0.8,30,84,3.21,0.12,30.0,25.0
18.4887,9,2814,84.31,2800,44.54,0.77,30,84,3.22,0.12,30.0,25.0
18.589,9,2806,78.87,2800,44.54,0.77,30,84,3.22,0.12,30.0,25.0
18.6893,9,2803,75.64,2800,44.54,0.77,30,84,2.77,0.12,20.55,25.0
18.7895,9,2803,75.58,2800,44.54,0.77,30,84,3.21,0.12,30.0,25.0
18.8898,9,2790,75.41,2800,44.54,0.77,30,84,3.21,0.66,30.0,29.58
18.9901,9,2801,75.47,2800,44.54,0.77,30,84,2.58,0.12,35.84,25.0
19.0903,9,2801,75.07,2800,44.54,0.77,30,84,1.94,0.12,-21.5,25.0
19.1906,8,2793,75.05,2757,44.55,0.74,30,84,3.23,0.12,30.0,25.0
19.2908,8,2643,75.31,2571,44.54,0.7,30,84,3.22,0.75,30.0,39.87
19.391,8,2546,74.87,2528,44.55,0.64,30,84,3.25,0.12,30.0,25.0
19.4913,8,2508,71.25,2514,44.54,0.61,30,84,3.22,0.12,30.0,25.0
19.5915,8,2497,64.92,2500,44.54,0.61,30,84,3.23,0.13,30.0,25.0
19.6918,8,2497,60.21,2500,44.54,0.61,30,84,3.22,0.13,30.0,25.0
19.7934,8,2497,59.76,2500,44.54,0.61,30,84,3.23,0.13,30.0,25.0
19.8937,8,2489,59.41,2485,44.54,0.61,30,84,3.22,0.13,30.0,25.0
19.994,8,2489,59.42,2500,44.54,0.61,30,84,3.22,0.14,30.0,25.0
20.0942,8,2493,59.7,2500,44.55,0.61,30,84,3.16,0.13,28.05,25.0
20.1945,7,2493,59.65,2428,44.55,0.57,30,84,2.65,0.13,25.46,25.0
20.2947,7,2365,59.29,2285,44.55,0.54,30,84,3.23,0.13,30.0,25.0
20.3949,7,2260,59.18,2242,44.54,0.51,30,84,3.22,0.13,30.0,25.0
20.4951,7,2227,56.93,2214,44.54,0.48,30,84,3.22,0.13,30.0,25.0
20.5954,7,2207,49.04,2214,44.54,0.48,30,84,1.82,0.12,-30.0,25.0
20.6956,7,2212,47.56,2200,44.54,0.48,30,84,3.22,0.12,30.0,25.0
20.7958,7,2205,47.38,2200,44.54,0.48,30,84,3.22,0.13,30.0,25.0
20.896,7,2205,46.97,2200,44.54,0.48,30,84,3.23,0.13,30.0,25.0
20.9963,7,2214,46.79,2200,44.54,0.48,30,84,3.23,0.13,30.0,25.0
21.0965,7,2209,46.83,2200,44.54,0.48,30,84,3.22,0.43,30.0,23.0
21.1968,6,2207,46.85,2185,44.55,0.48,30,84,3.22,0.13,30.0,25.0
21.297,6,2049,46.63,1957,44.55,0.41,30,84,3.22,0.13,30.0,25.0
21.3973,6,1914,46.7,1900,44.54,0.38,30,84,3.22,0.13,30.0,25.0
21.4975,6,1871,38.81,1871,44.54,0.35,30,84,3.23,0.12,30.0,25.0
21.5977,6,1857,35.17,1857,44.54,0.32,30,84,3.23,0.13,30.0,25.0
21.6979,6,1851,33.59,1842,44.54,0.35,30,84,3.23,0.13,30.0,25.0
21.7982,6,1849,32.65,1842,44.54,0.35,30,84,3.23,0.12,30.0,25.0
21.8984,6,1843,32.6,1842,44.54,0.35,30,84,3.22,0.12,30.0,25.0
21.9986,6,1847,32.52,1842,44.54,0.35,30,84,3.23,0.13,30.0,25.0
22.0989,6,1838,32.67,1842,44.55,0.35,30,84,3.22,0.13,30.0,25.0
22.1991,5,1845,32.67,1785,44.55,0.32,30,84,3.23,0.12,30.0,25.0
22.2993,5,1725,31.02,1628,44.55,0.32,30,84,2.75,1.18,20.29,-0.99
22.3996,5,1581,26.69,1528,44.55,0.28,30,84,2.93,0.13,22.66,25.0
22.4998,5,1516,26.69,1500,44.54,0.25,30,84,3.23,0.13,30.0,25.0
22.6,5,1497,22.04,1500,44.54,0.25,30,84,3.23,0.11,30.0,25.0
22.7002,5,1491,21.14,1485,44.54,0.25,30,84,1.82,0.13,-30.0,25.0
22.8005,0,1522,20.78,1442,44.55,0.22,30,84,1.79,0.11,-30.0,25.0
22.9007,0,1522,18.93,0,44.54,0.12,30,84,1.79,0.11,-30.0,25.0
23.001,0,1522,6.99,0,44.55,0.06,30,84,1.79,0.11,-30.0,25.0
23.1013,0,1522,-0.33,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.2015,0,1522,-0.26,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.3018,0,0,-0.26,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.402,0,0,-0.22,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.5023,0,0,-0.26,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.6025,0,0,-0.3,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.7028,0,0,-0.28,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.8031,0,0,-0.24,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
23.9033,0,0,-0.17,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.0038,0,0,-0.41,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.1041,0,0,-0.92,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.2044,0,0,-0.29,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.3046,0,0,-0.34,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.4049,0,0,-0.35,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.5051,0,0,-0.34,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
24.6054,0,0,-0.32,0,44.54,0.03,30,84,1.79,0.11,-30.0,25.0
