time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0621,1047,10.99,6928,12.71,2.57,34,16,-5.45,0.0,
0.1623,1047,10.4,6957,12.69,2.6,34,16,-2.16,0.0,
0.2625,1047,10.61,6885,12.69,2.64,34,16,-6.79,0.0,
0.3626,1047,10.77,6900,12.71,2.64,34,16,-3.34,0.0,
0.4628,1047,11.28,6957,12.67,2.67,34,16,-5.3,0.0,
0.563,1047,12.24,6957,12.7,2.67,34,16,-2.81,0.0,
0.6631,1047,11.8,6814,12.7,2.67,34,16,-5.67,0.0,
0.7633,1047,11.84,7057,12.71,2.64,34,16,-3.11,0.0,
0.8635,1047,10.66,6928,12.69,2.6,34,17,-7.46,0.0,
0.9636,1047,10.12,6900,12.7,2.6,34,17,-3.23,0.0,
1.0638,1047,10.34,6857,12.7,2.64,34,17,-5.38,0.0,
1.164,1047,10.57,7014,12.69,2.7,33,17,-2.81,0.0,
1.2641,1047,11.52,6985,12.7,2.73,34,17,-6.44,0.0,
1.3643,1047,11.97,6842,12.69,2.7,34,17,-3.17,0.0,
1.4644,1047,12.22,6957,12.7,2.73,34,17,-5.79,0.0,
1.5646,1047,12.04,6914,12.69,2.7,34,17,-2.73,0.0,
1.6648,1047,11.52,6928,12.69,2.73,35,17,-5.37,0.0,
1.765,1047,11.66,6871,12.7,2.67,34,17,-2.13,0.0,
1.8652,1047,13.16,6871,12.7,2.67,34,17,-6.94,0.0,
1.9654,1047,13.17,6971,12.68,2.67,34,17,-3.21,0.0,
2.0656,1047,12.92,6928,12.72,2.6,34,17,-6.62,0.0,
2.1659,1047,12.65,6942,12.7,2.64,34,17,-2.95,0.0,
2.266,1047,11.97,6914,12.69,2.6,34,17,-5.66,0.0,
2.3662,1047,12.71,6928,12.69,2.6,34,17,-2.01,0.0,
2.4664,1047,12.45,6942,12.71,2.64,33,17,-10.06,0.0,
2.5667,1047,12.49,6957,12.69,2.64,33,17,-3.96,0.0,
2.6669,1047,12.65,6971,12.7,2.64,34,17,-6.01,0.0,
2.7671,1047,12.13,6857,12.68,2.64,34,17,-5.64,0.0,
2.8673,1047,11.21,6971,12.69,2.64,34,17,-6.36,0.0,
2.9674,1047,11.02,6814,12.7,2.64,34,18,-9.59,0.0,
3.0677,1047,11.23,6914,12.71,2.64,34,18,-7.04,0.0,
3.1678,1047,11.36,6928,12.68,2.64,34,18,-3.14,0.0,
3.2681,1047,11.24,6942,12.67,2.64,34,18,-12.37,0.0,
