time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0695,300,-41.09,1628,12.72,0.51,33,1,-38.15,0.0,
0.1697,300,-41.04,1628,12.71,0.51,32,1,-37.96,0.0,
0.2699,300,-40.93,1628,12.71,0.48,33,1,-38.21,0.0,
0.3701,300,-41.23,1642,12.71,0.51,32,1,-37.88,0.0,
0.4703,300,-41.56,1628,12.71,0.51,33,1,-37.84,0.0,
0.5705,300,-41.41,1628,12.71,0.51,32,1,-38.05,0.0,
0.6708,300,-41.4,1628,12.7,0.51,33,1,-37.92,0.0,
0.771,300,-41.85,1628,12.71,0.51,33,1,-38.15,0.0,
0.8712,300,-41.54,1628,12.71,0.54,33,1,-38.28,0.0,
0.9714,300,-40.61,1628,12.72,0.51,33,1,-38.17,0.0,
1.0716,300,-40.66,1628,12.72,0.54,33,1,-38.08,0.0,
1.1718,300,-41.19,1628,12.72,0.54,33,1,-38.19,0.0,
1.272,300,-41.72,1628,12.72,0.54,33,1,-38.23,0.0,
1.3721,300,-41.82,1642,12.72,0.54,33,1,-38.25,0.0,
1.4723,300,-41.73,1614,12.72,0.54,33,1,-37.83,0.0,
1.5725,300,-41.58,1628,12.72,0.54,33,1,-38.36,0.0,
1.6728,300,-41.44,1628,12.72,0.54,33,1,-37.94,0.0,
1.773,300,-41.43,1628,12.72,0.54,33,1,-37.95,0.0,
1.8732,300,-41.6,1628,12.72,0.54,33,1,-37.89,0.0,
1.9734,300,-41.33,1642,12.72,0.54,33,1,-38.01,0.0,
2.0736,300,-41.74,1614,12.71,0.54,33,1,-37.96,0.0,
2.1738,300,-41.97,1628,12.71,0.51,33,1,-38.11,0.0,
2.274,300,-41.62,1614,12.71,0.51,33,1,-38.23,0.0,
2.3742,434,-41.66,1657,12.71,0.54,33,1,-38.36,0.0,
2.4744,434,-41.99,2028,12.68,0.99,33,1,-38.26,0.0,
2.5746,434,-41.58,2214,12.7,1.28,33,1,-38.01,0.0,
2.6748,434,-62.0,2285,12.71,1.6,33,1,-37.88,0.0,
2.775,434,-73.1,2285,12.7,1.38,33,1,-37.92,0.0,
2.8751,434,-77.26,2314,12.71,1.32,33,1,-37.8,0.0,
2.9753,434,-78.7,2300,12.7,1.28,33,1,-37.92,0.0,
3.0755,434,-79.66,2285,12.7,1.28,33,1,-37.84,0.0,
3.1757,434,-80.0,2300,12.72,1.25,33,2,-37.44,0.0,
3.2759,434,-79.9,2300,12.72,1.25,33,2,-37.51,0.0,
3.376,434,-80.22,2285,12.7,1.22,33,2,-37.43,0.0,
3.4762,434,-80.19,2285,12.71,1.22,33,2,-37.79,0.0,
3.5764,434,-80.18,2285,12.7,1.22,33,2,-37.38,0.0,
3.6766,434,-79.96,2285,12.7,1.22,32,2,-37.64,0.0,
3.7768,434,-80.21,2300,12.69,1.22,33,2,-37.22,0.0,
3.877,434,-80.37,2314,12.71,1.22,33,2,-37.45,0.0,
3.9779,501,-80.27,2314,12.71,1.22,33,2,-37.23,0.0,
4.0782,501,-79.63,2342,12.7,1.22,33,2,-37.2,0.0,
4.1784,501,-79.61,2514,12.69,1.48,34,2,-37.14,0.0,
4.2786,501,-81.08,2614,12.71,1.64,33,2,-37.25,0.0,
4.3788,501,-86.14,2642,12.71,1.77,32,2,-37.17,0.0,
4.479,501,-97.19,2642,12.7,1.64,33,2,-36.69,0.0,
4.5792,501,-99.82,2628,12.7,1.6,33,2,-36.82,0.0,
4.6794,501,-100.46,2642,12.69,1.6,33,2,-36.97,0.0,
4.7796,501,-100.77,2657,12.7,1.6,33,2,-36.53,0.0,
4.8799,501,-100.31,2642,12.69,1.6,33,2,-36.5,0.0,
4.9801,501,-99.83,2657,12.71,1.6,33,2,-36.42,0.0,
5.0803,501,-99.79,2657,12.69,1.6,33,2,-36.41,0.0,
5.1806,501,-99.31,2657,12.7,1.54,33,2,-36.46,0.0,
5.2808,501,-100.0,2657,12.71,1.54,33,3,-35.98,0.0,
5.381,501,-100.38,2657,12.7,1.54,33,3,-35.85,0.0,
5.4812,501,-99.7,2657,12.7,1.57,33,3,-36.19,0.0,
5.5814,556,-99.33,2685,12.7,1.54,33,3,-35.97,0.0,
5.6816,556,-98.37,2700,12.71,1.57,33,3,-35.7,0.0,
