time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg
17.3909,20,6410,120.25,6485,44.52,1.64,28,105,2.15,1.18,-5.11,-4.77
17.4911,20,6451,120.33,6442,44.53,1.6,27,105,2.16,1.19,-4.35,-6.02
17.5913,20,6423,120.75,6457,44.52,1.64,28,105,2.17,1.18,-3.5,-4.77
17.6916,20,3215,120.77,6471,44.52,1.67,28,105,2.15,1.17,-5.11,-1.55
17.7918,20,3225,120.95,6442,44.52,1.64,28,105,2.17,1.17,-3.5,-1.55
17.8921,20,6224,120.96,6457,44.51,1.64,27,105,2.16,1.18,-4.35,-4.77
17.9923,20,6437,120.85,6442,44.51,1.6,28,105,2.16,1.17,-4.35,-1.55
18.0926,20,3222,120.48,6471,44.52,1.6,28,105,2.15,1.18,-5.11,-4.77
18.1928,20,6423,120.5,6485,44.52,1.6,28,105,2.14,1.19,-5.59,-6.02
18.293,22,6410,120.25,6442,44.52,1.6,28,105,2.15,1.19,-5.11,-6.02
18.3933,22,6864,120.9,6871,44.49,1.86,28,105,2.15,1.18,-5.11,-4.77
18.4935,22,6896,128.76,6985,44.55,1.89,28,105,2.16,1.2,-4.35,-7.12
18.5937,22,3452,139.24,6985,44.52,1.96,28,105,2.15,1.18,-5.11,-4.77
18.694,22,3464,141.63,6985,44.52,2.06,28,105,2.16,1.16,-4.35,0.11
18.7942,22,6928,141.65,6957,44.53,1.96,28,105,2.16,1.2,-4.35,-7.12
18.8945,22,3472,141.48,6971,44.52,1.93,28,105,2.14,1.19,-5.59,-6.02
18.9947,22,6928,141.69,6942,44.52,1.96,28,105,2.14,1.18,-5.59,-4.77
19.0949,22,6928,142.18,6914,44.51,1.89,28,105,2.15,1.17,-5.11,-1.55
19.1952,22,6912,142.83,6971,44.5,1.93,28,105,2.16,1.2,-4.35,-7.12
19.2954,22,6912,143.02,6914,44.51,1.89,28,105,2.15,1.18,-5.11,-4.77
19.3956,22,6896,143.05,6957,44.5,1.93,28,105,2.16,1.19,-4.35,-6.02
19.4959,22,3476,143.47,6942,44.51,1.93,28,106,2.15,1.09,-5.11,1.65
19.5961,22,6880,143.32,6928,44.52,1.89,28,106,2.15,1.2,-5.11,-7.12
19.6964,22,3480,142.9,6928,44.54,1.89,28,106,2.1,1.18,-7.48,-4.77
19.7966,22,6928,142.85,6928,44.53,1.86,28,106,2.17,1.19,-3.5,-6.02
19.8969,22,6896,142.78,7014,44.54,1.83,28,106,2.16,1.17,-4.35,-1.55
19.9972,22,6880,143.28,6985,44.54,1.86,28,106,2.15,1.2,-5.11,-7.12
20.0974,22,3468,143.29,7000,44.51,1.83,28,106,2.16,1.19,-4.35,-6.02
20.1977,22,6928,142.53,6914,44.51,1.86,28,106,2.15,1.19,-5.11,-6.02
20.298,22,6944,142.66,6914,44.53,1.86,28,106,2.15,1.18,-5.11,-4.77
20.3983,22,6944,142.9,6928,44.54,1.86,29,106,2.15,1.18,-5.11,-4.77
20.5026,20,6912,142.49,6928,44.54,1.86,27,106,1.86,1.18,-30.0,-4.77
20.6029,20,6726,142.28,6585,44.65,1.77,29,107,2.14,1.2,-5.59,-7.12
20.7031,20,6423,142.11,6471,44.47,1.67,28,107,2.15,1.17,-5.11,-1.55
20.8034,20,3211,133.87,6442,44.51,1.67,28,107,2.16,1.16,-4.35,0.11
20.9036,20,6410,124.58,6442,44.51,1.57,28,107,2.17,1.17,-3.5,-1.55
21.0039,20,6382,123.21,6471,44.54,1.51,28,107,1.96,1.18,-19.32,-4.77
21.1041,20,6396,122.69,6485,44.51,1.6,29,107,2.15,1.2,-5.11,-7.12
21.2044,20,6437,122.82,6442,44.54,1.57,28,107,2.16,1.19,-4.35,-6.02
21.3047,20,6437,122.76,6471,44.53,1.6,29,107,2.15,1.2,-5.11,-7.12
21.4049,20,6451,122.8,6442,44.51,1.64,29,107,2.16,1.2,-4.35,-7.12
21.5052,20,3222,123.1,6457,44.52,1.64,29,107,2.16,1.2,-4.35,-7.12
21.6055,20,6423,123.23,6457,44.54,1.7,29,107,2.16,1.18,-4.35,-4.77
21.7057,20,3246,123.16,6457,44.53,1.67,28,107,2.15,1.18,-5.11,-4.77
21.806,17,3222,122.85,6085,45.48,1.57,28,107,2.14,1.16,-5.59,0.11
21.9063,17,5586,122.8,5600,44.49,1.35,28,107,2.27,1.2,3.6,-7.12
22.0065,17,5565,98.92,5585,44.51,1.28,29,107,2.15,1.18,-5.11,-4.77
22.1067,17,5545,90.25,5571,44.53,1.19,29,107,2.16,1.2,-4.35,-7.12
22.207,17,5524,89.46,5600,44.53,1.22,29,107,2.16,1.2,-4.35,-7.12
22.3074,17,5555,89.3,5571,44.51,1.32,29,107,2.17,1.19,-3.5,-6.02
22.4076,17,5484,89.63,5600,44.52,1.32,29,107,2.16,1.17,-4.35,-1.55
22.5079,17,2793,89.87,5571,44.53,1.32,29,107,2.16,1.2,-4.35,-7.12
22.6081,17,2785,90.04,5585,44.55,1.32,29,107,2.15,1.18,-5.11,-4.77
22.7084,17,2790,90.27,5571,44.54,1.32,29,107,2.17,1.21,-3.5,-8.22
22.8087,17,2785,90.49,5585,44.54,1.28,29,107,2.15,1.19,-5.11,-6.02
22.909,17,5385,90.13,5571,44.54,1.28,30,107,2.15,1.19,-5.11,-6.02
23.0093,17,2785,90.16,5557,44.54,1.28,29,107,2.15,1.18,-5.11,-4.77
23.1095,17,5555,90.33,5585,44.55,1.28,29,107,2.17,1.19,-3.5,-6.02
23.2097,17,2785,90.32,5600,44.53,1.32,30,107,2.15,1.18,-5.11,-4.77
23.31,17,2803,90.21,5571,44.52,1.28,29,107,2.16,1.19,-4.35,-6.02
23.4103,17,2782,90.01,5571,44.54,1.28,29,107,2.15,1.19,-5.11,-6.02
23.5105,17,2782,89.81,5600,44.53,1.28,29,107,2.16,1.19,-4.35,-6.02
23.6108,17,2788,90.16,5571,44.51,1.28,30,108,2.17,1.2,-3.5,-7.12
23.7111,17,5524,90.66,5585,44.52,1.28,29,108,2.16,1.2,-4.35,-7.12
23.8113,17,2788,90.52,5585,44.53,1.32,29,108,2.15,1.19,-5.11,-6.02
23.9116,17,2785,90.51,5585,44.54,1.32,29,108,2.16,1.18,-4.35,-4.77
24.0118,17,5385,90.32,5585,44.54,1.28,29,108,2.17,1.19,-3.5,-6.02
24.1121,17,2782,90.28,5571,44.53,1.28,29,108,2.15,1.18,-5.11,-4.77
24.2124,17,5524,89.98,5585,44.55,1.25,30,108,2.15,1.18,-5.11,-4.77
24.3127,17,5555,90.03,5585,44.55,1.25,30,108,2.15,1.19,-5.11,-6.02
24.4129,17,2782,89.82,5571,44.54,1.25,28,108,2.16,1.2,-4.35,-7.12
24.5131,17,2785,90.07,5571,44.54,1.25,30,108,2.17,1.2,-3.5,-7.12
24.6134,17,5535,90.29,5585,44.54,1.28,30,108,2.15,1.18,-5.11,-4.77
24.7136,14,5545,90.15,5585,44.53,1.28,29,108,2.15,1.18,-5.11,-4.77
24.8139,10,4739,88.84,4800,44.91,1.06,30,108,2.15,1.2,-5.11,-7.12
24.9141,10,1977,76.41,3871,47.89,0.8,29,108,2.15,1.2,-5.11,-7.12
25.0144,10,3496,52.77,3514,44.53,0.51,29,108,2.14,1.19,-5.59,-6.02
25.1147,10,3468,36.08,3485,44.53,0.38,29,108,2.16,1.19,-4.35,-6.02
25.215,10,3476,31.35,3485,44.54,0.48,30,108,2.03,1.2,-13.61,-7.12
25.3152,10,3476,30.97,3500,44.54,0.57,29,108,1.9,1.19,-28.0,-6.02
25.4155,10,3476,31.12,3485,44.54,0.64,29,108,2.06,1.17,-9.38,-1.55
25.5157,10,3468,31.17,3500,44.54,0.64,30,108,2.01,1.18,-15.92,-4.77
25.6161,10,3484,31.01,3500,44.55,0.61,30,108,2.14,1.2,-5.59,-7.12
25.7164,10,3484,30.92,3500,44.55,0.64,30,108,2.14,1.19,-5.59,-6.02
25.8168,10,3484,31.08,3485,44.54,0.64,29,108,2.15,1.2,-5.11,-7.12
25.917,10,3480,31.26,3514,44.54,0.61,29,108,2.15,1.41,-5.11,-23.42
26.0172,10,3468,31.36,3485,44.55,0.61,30,108,2.15,1.19,-5.11,-6.02
26.1175,10,3500,31.4,3485,44.54,0.61,29,108,2.14,1.2,-5.59,-7.12
26.2178,10,3476,31.13,3500,44.54,0.61,30,108,2.15,1.19,-5.11,-6.02
26.318,10,3480,30.94,3485,44.54,0.61,30,108,2.15,1.18,-5.11,-4.77
26.4183,10,3492,30.87,3500,44.54,0.61,30,108,2.16,1.2,-4.35,-7.12
26.5185,10,3496,30.84,3485,44.55,0.64,30,108,2.14,1.2,-5.59,-7.12
26.6188,10,3492,31.07,3485,44.55,0.64,30,108,2.14,1.19,-5.59,-6.02
26.719,10,3460,31.05,3500,44.55,0.61,30,108,2.16,1.2,-4.35,-7.12
26.8194,10,3476,30.87,3500,44.54,0.61,30,108,2.15,1.19,-5.11,-6.02
26.9196,8,3480,30.87,3485,44.54,0.61,29,108,2.16,1.31,-4.35,-10.62
27.0199,8,2901,30.82,2885,44.51,0.48,30,108,2.17,1.19,-3.5,-6.02
27.1202,8,2832,27.38,2842,44.51,0.45,30,108,2.14,1.2,-5.59,-7.12
27.2204,8,2838,21.04,2828,44.53,0.41,30,108,2.14,1.2,-5.59,-7.12
27.3207,8,2838,19.32,2842,44.53,0.38,30,108,2.16,1.2,-4.35,-7.12
27.4209,8,2832,19.17,2828,44.53,0.45,30,108,2.14,1.35,-5.59,-14.11
27.5212,8,2840,19.22,2842,44.53,0.45,30,108,2.14,1.21,-5.59,-8.22
27.6214,8,2830,19.26,2842,44.53,0.45,30,108,2.15,1.42,-5.11,-25.57
27.7227,8,2824,19.17,2842,44.53,0.48,29,109,2.14,1.51,-5.59,-30.0
27.823,8,2827,19.31,2842,44.54,0.48,30,109,2.14,1.41,-5.59,-23.42
27.9232,8,2832,19.47,2828,44.54,0.48,30,109,2.15,1.22,-5.11,-9.32
28.0235,8,2832,19.49,2842,44.54,0.48,30,109,2.16,1.21,-4.35,-8.22
28.1238,7,2832,19.45,2842,44.54,0.48,30,109,2.15,1.24,-5.11,-11.52
28.224,7,2678,19.31,2657,44.58,0.41,30,109,2.14,1.2,-5.59,-7.12
28.3243,7,2557,19.23,2557,44.54,0.38,30,109,2.12,1.21,-6.54,-8.22
28.4246,7,2551,15.75,2542,44.54,0.38,30,109,2.21,1.2,-0.09,-7.12
28.5248,7,2529,15.08,2528,44.54,0.35,30,109,2.14,1.2,-5.59,-7.12
28.6251,7,2525,14.93,2528,44.55,0.38,30,109,2.14,1.21,-5.59,-8.22
28.7264,7,2546,15.04,2542,44.55,0.38,30,109,2.14,1.18,-5.59,-4.77
28.8267,7,2540,15.02,2528,44.55,0.38,30,109,2.04,1.16,-11.47,0.11
28.927,7,2523,14.94,2528,44.54,0.38,30,109,2.14,1.21,-5.59,-8.22
29.0272,7,2531,15.02,2528,44.54,0.38,30,109,2.14,1.21,-5.59,-8.22
29.1275,7,2531,15.04,2528,44.54,0.38,30,109,2.16,1.21,-4.35,-8.22
29.2278,5,2538,15.1,2528,44.54,0.38,29,109,2.15,1.2,-5.11,-7.12
29.328,5,2201,15.28,2142,45.14,0.35,30,109,2.16,1.49,-4.35,-30.0
29.4283,5,1886,13.24,1871,44.48,0.28,30,109,2.15,1.19,-5.11,-6.02
29.5286,5,1815,8.38,1785,44.51,0.22,30,109,2.14,1.21,-5.59,-8.22
