time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0011,747,0.09,4871,12.71,1.83,33,8,-1.29,0.0,
0.1014,747,0.09,4985,12.72,1.8,34,9,-1.29,0.0,
0.2016,747,0.09,4985,12.72,1.8,34,9,-1.29,0.0,
0.3018,747,0.09,4985,12.72,1.8,34,9,-1.29,0.0,
0.402,747,0.09,4985,12.72,1.8,34,9,-2.22,0.0,
0.5022,747,0.09,4985,12.72,1.8,34,9,-2.22,0.0,
0.6024,747,0.09,4985,12.72,1.8,34,9,-2.22,0.0,
0.7025,747,0.09,4985,12.72,1.8,34,9,-2.22,0.0,
0.8026,747,0.09,4985,12.72,1.8,34,9,-2.22,0.0,
0.9028,747,1.42,4985,12.72,1.8,34,9,-2.22,0.0,
1.003,747,1.42,4985,12.72,1.8,34,9,-2.22,0.0,
1.1032,747,1.42,4985,12.71,1.86,34,9,-2.22,0.0,
1.2033,747,1.42,4985,12.71,1.86,34,9,-2.22,0.0,
1.3035,747,1.42,4985,12.71,1.86,34,9,-2.22,0.0,
1.4037,747,1.42,4985,12.71,1.86,34,9,-4.18,0.0,
1.5039,747,1.42,4985,12.71,1.86,34,9,-4.18,0.0,
1.6041,747,1.42,4985,12.71,1.86,34,9,-4.18,0.0,
1.7042,747,1.42,4985,12.71,1.86,34,9,-4.18,0.0,
1.8044,747,1.42,4985,12.71,1.86,34,9,-4.18,0.0,
1.9046,747,2.49,4985,12.71,1.86,34,9,-4.18,0.0,
2.0048,747,2.49,4985,12.71,1.86,34,9,-4.18,0.0,
2.105,747,2.49,4857,12.7,1.89,33,10,-4.18,0.0,
2.2052,747,2.49,4857,12.7,1.89,33,10,-4.18,0.0,
2.3054,747,2.49,4857,12.7,1.89,33,10,-4.18,0.0,
2.4056,747,2.49,4857,12.7,1.89,33,10,-2.81,0.0,
2.5058,747,2.49,4857,12.7,1.89,33,10,-2.81,0.0,
2.606,747,2.49,4857,12.7,1.89,33,10,-2.81,0.0,
2.7061,747,2.49,4857,12.7,1.89,33,10,-2.81,0.0,
2.8064,747,5.21,4857,12.7,1.89,33,10,-2.81,0.0,
2.9065,747,5.21,4857,12.7,1.89,33,10,-2.81,0.0,
3.007,850,5.21,4857,12.7,1.89,33,10,-2.81,0.0,
3.1072,850,5.21,5200,12.68,2.38,33,10,-2.81,0.0,
3.2074,850,5.21,5200,12.68,2.38,33,10,-2.81,0.0,
3.3076,850,5.21,5200,12.68,2.38,33,10,-2.81,0.0,
3.4078,850,5.21,5200,12.68,2.38,33,10,-2.09,0.0,
3.508,850,5.21,5200,12.68,2.38,33,10,-2.09,0.0,
3.6081,850,5.21,5200,12.68,2.38,33,10,-2.09,0.0,
3.7083,850,5.21,5200,12.68,2.38,33,10,-2.09,0.0,
3.8085,850,10.8,5200,12.68,2.38,33,10,-2.09,0.0,
3.9086,850,10.8,5200,12.68,2.38,33,10,-2.09,0.0,
4.0088,850,10.8,5200,12.68,2.38,33,10,-2.09,0.0,
4.109,850,10.8,5628,12.7,2.41,34,11,-2.09,0.0,
4.2091,850,10.8,5628,12.7,2.41,34,11,-2.09,0.0,
4.3093,850,10.8,5628,12.7,2.41,34,11,-2.09,0.0,
4.4095,850,10.8,5628,12.7,2.41,34,11,-11.38,0.0,
4.5098,850,10.8,5628,12.7,2.41,34,11,-11.38,0.0,
4.6099,850,10.8,5628,12.7,2.41,34,11,-11.38,0.0,
4.7101,850,10.8,5628,12.7,2.41,34,11,-11.38,0.0,
4.8102,850,6.55,5628,12.7,2.41,34,11,-11.38,0.0,
4.9104,850,6.55,5628,12.7,2.41,34,11,-11.38,0.0,
5.0107,840,6.55,5628,12.7,2.41,34,11,-11.38,0.0,
5.1109,840,6.55,5742,12.7,1.96,33,12,-11.38,0.0,
5.211,830,6.55,5742,12.7,1.96,33,12,-11.38,0.0,
5.3112,830,6.55,5742,12.7,1.96,33,12,-11.38,0.0,
5.4115,820,6.55,5742,12.7,1.96,33,12,-89.15,0.0,
5.5117,820,6.55,5742,12.7,1.96,33,12,-89.15,0.0,
5.6119,810,6.55,5742,12.7,1.96,33,12,-89.15,0.0,
5.7121,810,6.55,5742,12.7,1.96,33,12,-89.15,0.0,
5.8122,800,-5.6,5742,12.7,1.96,33,12,-89.15,0.0,
5.9124,800,-5.6,5742,12.7,1.96,33,12,-89.15,0.0,
6.0126,790,-5.6,5742,12.7,1.96,33,12,-89.15,0.0,
6.1128,790,-5.6,5428,12.7,1.48,33,12,-89.15,0.0,
6.213,780,-5.6,5428,12.7,1.48,33,12,-89.15,0.0,
6.3131,780,-5.6,5428,12.7,1.48,33,12,-89.15,0.0,
6.4134,770,-5.6,5428,12.7,1.48,33,12,-88.07,0.0,
6.5136,770,-5.6,5428,12.7,1.48,33,12,-88.07,0.0,
6.6137,760,-5.6,5428,12.7,1.48,33,12,-88.07,0.0,
6.7139,760,-5.6,5428,12.7,1.48,33,12,-88.07,0.0,
6.8141,750,-5.07,5428,12.7,1.48,33,12,-88.07,0.0,
6.9143,750,-5.07,5428,12.7,1.48,33,12,-88.07,0.0,
7.0144,740,-5.07,5428,12.7,1.48,33,12,-88.07,0.0,
7.1146,740,-5.07,5042,12.71,1.25,34,13,-88.07,0.0,
7.2148,730,-5.07,5042,12.71,1.25,34,13,-88.07,0.0,
7.315,730,-5.07,5042,12.71,1.25,34,13,-88.07,0.0,
7.4152,720,-5.07,5042,12.71,1.25,34,13,-88.87,0.0,
7.5154,720,-5.07,5042,12.71,1.25,34,13,-88.87,0.0,
7.6156,710,-5.07,5042,12.71,1.25,34,13,-88.87,0.0,
7.7157,710,-5.07,5042,12.71,1.25,34,13,-88.87,0.0,
7.8159,700,-3.9,5042,12.71,1.25,34,13,-88.87,0.0,
7.9161,700,-3.9,5042,12.71,1.25,34,13,-88.87,0.0,
8.0163,690,-3.9,5042,12.71,1.25,34,13,-88.87,0.0,
8.1165,690,-3.9,4657,12.7,1.22,33,13,-88.87,0.0,
8.2167,680,-3.9,4657,12.7,1.22,33,13,-88.87,0.0,
8.3168,680,-3.9,4657,12.7,1.22,33,13,-88.87,0.0,
8.4171,670,-3.9,4657,12.7,1.22,33,13,-88.7,0.0,
8.5173,670,-3.9,4657,12.7,1.22,33,13,-88.7,0.0,
8.6175,660,-3.9,4657,12.7,1.22,33,13,-88.7,0.0,
8.7176,660,-3.9,4657,12.7,1.22,33,13,-88.7,0.0,
8.8178,650,-3.33,4657,12.7,1.22,33,13,-88.7,0.0,
8.9179,650,-3.33,4657,12.7,1.22,33,13,-88.7,0.0,
9.0181,640,-3.33,4657,12.7,1.22,33,13,-88.7,0.0,
9.1183,640,-3.33,4314,12.7,1.19,33,13,-88.7,0.0,
9.2184,630,-3.33,4314,12.7,1.19,33,13,-88.7,0.0,
9.3186,630,-3.33,4314,12.7,1.19,33,13,-88.7,0.0,
9.4187,620,-3.33,4314,12.7,1.19,33,13,-88.56,0.0,
9.5189,620,-3.33,4314,12.7,1.19,33,13,-88.56,0.0,
9.619,610,-3.33,4314,12.7,1.19,33,13,-88.56,0.0,
9.7192,610,-3.33,4314,12.7,1.19,33,13,-88.56,0.0,
9.8193,600,-3.04,4314,12.7,1.19,33,13,-88.56,0.0,
9.9195,600,-3.04,4314,12.7,1.19,33,13,-88.56,0.0,
10.0196,590,-3.04,4314,12.7,1.19,33,13,-88.56,0.0,
10.1198,590,-3.04,4000,12.71,0.96,33,14,-88.56,0.0,
10.2199,580,-3.04,4000,12.71,0.96,33,14,-88.56,0.0,
10.3201,580,-3.04,4000,12.71,0.96,33,14,-88.56,0.0,
10.4202,570,-3.04,4000,12.71,0.96,33,14,-88.08,0.0,
10.5204,570,-3.04,4000,12.71,0.96,33,14,-88.08,0.0,
10.6205,560,-3.04,4000,12.71,0.96,33,14,-88.08,0.0,
10.7206,560,-3.04,4000,12.71,0.96,33,14,-88.08,0.0,
10.8208,550,-2.48,4000,12.71,0.96,33,14,-88.08,0.0,
10.9209,550,-2.48,4000,12.71,0.96,33,14,-88.08,0.0,
11.0211,540,-2.48,4000,12.71,0.96,33,14,-88.08,0.0,
11.1212,540,-2.48,3628,12.72,0.74,34,14,-88.08,0.0,
11.2214,530,-2.48,3628,12.72,0.74,34,14,-88.08,0.0,
11.3215,530,-2.48,3628,12.72,0.74,34,14,-88.08,0.0,
11.4217,520,-2.48,3628,12.72,0.74,34,14,-88.55,0.0,
11.5219,520,-2.48,3628,12.72,0.74,34,14,-88.55,0.0,
11.622,510,-2.48,3628,12.72,0.74,34,14,-88.55,0.0,
11.7222,510,-2.48,3628,12.72,0.74,34,14,-88.55,0.0,
11.8223,500,-1.39,3628,12.72,0.74,34,14,-88.55,0.0,
11.9225,500,-1.39,3628,12.72,0.74,34,14,-88.55,0.0,
12.0227,490,-1.39,3628,12.72,0.74,34,14,-88.55,0.0,
12.1229,490,-1.39,3271,12.72,0.64,34,14,-88.55,0.0,
12.223,480,-1.39,3271,12.72,0.64,34,14,-88.55,0.0,
12.3232,480,-1.39,3271,12.72,0.64,34,14,-88.55,0.0,
12.4234,470,-1.39,3271,12.72,0.64,34,14,-88.66,0.0,
12.5236,470,-1.39,3271,12.72,0.64,34,14,-88.66,0.0,
12.6238,460,-1.39,3271,12.72,0.64,34,14,-88.66,0.0,
12.7239,460,-1.39,3271,12.72,0.64,34,14,-88.66,0.0,
12.8241,450,-1.11,3271,12.72,0.64,34,14,-88.66,0.0,
12.9243,450,-1.11,3271,12.72,0.64,34,14,-88.66,0.0,
13.0245,440,-1.11,3271,12.72,0.64,34,14,-88.66,0.0,
13.1247,440,-1.11,3000,12.72,0.45,34,14,-88.66,0.0,
13.2248,430,-1.11,3000,12.72,0.45,34,14,-88.66,0.0,
13.325,430,-1.11,3000,12.72,0.45,34,14,-88.66,0.0,
13.4252,420,-1.11,3000,12.72,0.45,34,14,-88.59,0.0,
13.5254,420,-1.11,3000,12.72,0.45,34,14,-88.59,0.0,
13.6256,410,-1.11,3000,12.72,0.45,34,14,-88.59,0.0,
13.7257,410,-1.11,3000,12.72,0.45,34,14,-88.59,0.0,
13.8259,400,-0.55,3000,12.72,0.45,34,14,-88.59,0.0,
13.926,400,-0.55,3000,12.72,0.45,34,14,-88.59,0.0,
14.0262,390,-0.55,3000,12.72,0.45,34,14,-88.59,0.0,
14.1263,390,-0.55,2642,12.72,0.32,34,14,-88.59,0.0,
14.2265,380,-0.55,2642,12.72,0.32,34,14,-88.59,0.0,
14.3266,380,-0.55,2642,12.72,0.32,34,14,-88.59,0.0,
14.4268,370,-0.55,2642,12.72,0.32,34,14,-88.18,0.0,
14.5269,370,-0.55,2642,12.72,0.32,34,14,-88.18,0.0,
14.6271,360,-0.55,2642,12.72,0.32,34,14,-88.18,0.0,
14.7273,360,-0.55,2642,12.72,0.32,34,14,-88.18,0.0,
14.8274,350,0.68,2642,12.72,0.32,34,14,-88.18,0.0,
14.9275,350,0.68,2642,12.72,0.32,34,14,-88.18,0.0,
15.0277,340,0.68,2642,12.72,0.32,34,14,-88.18,0.0,
15.1278,340,0.68,2314,12.72,0.25,33,14,-88.18,0.0,
15.228,330,0.68,2314,12.72,0.25,33,14,-88.18,0.0,
15.3281,330,0.68,2314,12.72,0.25,33,14,-88.18,0.0,
15.4283,320,0.68,2314,12.72,0.25,33,14,-88.52,0.0,
15.5285,320,0.68,2314,12.72,0.25,33,14,-88.52,0.0,
15.6287,310,0.68,2314,12.72,0.25,33,14,-88.52,0.0,
15.7288,310,0.68,2314,12.72,0.25,33,14,-88.52,0.0,
15.829,300,1.06,2314,12.72,0.25,33,14,-88.52,0.0,
15.9292,300,1.06,2314,12.72,0.25,33,14,-88.52,0.0,
16.0293,290,1.06,2314,12.72,0.25,33,14,-88.52,0.0,
16.1295,290,1.06,1985,12.72,0.22,34,14,-88.52,0.0,
16.2297,280,1.06,1985,12.72,0.22,34,14,-88.52,0.0,
16.3298,280,1.06,1985,12.72,0.22,34,14,-88.52,0.0,
16.4301,270,1.06,1985,12.72,0.22,34,14,-88.54,0.0,
16.5302,270,1.06,1985,12.72,0.22,34,14,-88.54,0.0,
16.6304,260,1.06,1985,12.72,0.22,34,14,-88.54,0.0,
16.7306,260,1.06,1985,12.72,0.22,34,14,-88.54,0.0,
16.8307,250,1.47,1985,12.72,0.22,34,14,-88.54,0.0,
16.9309,250,1.47,1985,12.72,0.22,34,14,-88.54,0.0,
17.0311,240,1.47,1985,12.72,0.22,34,14,-88.54,0.0,
17.1313,240,1.47,1614,12.72,0.16,34,14,-88.54,0.0,
