time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah
5.2375,5,753,0.0,1514,40.48,0.22,29,34
5.3376,5,1524,0.0,1514,40.48,0.22,30,34
5.4377,5,1535,0.0,1514,40.48,0.22,30,34
5.5378,5,1512,0.0,1514,40.48,0.22,30,34
5.6379,5,1494,0.0,1514,40.48,0.22,30,34
5.738,8,1586,0.0,1814,40.44,0.25,30,34
5.8382,8,2027,0.0,2200,40.46,0.35,30,34
5.9383,8,2423,0.0,2471,40.48,0.48,29,34
6.0387,8,2500,0.0,2528,40.48,0.54,30,34
6.1389,8,2553,0.0,2542,40.48,0.51,30,34
6.2391,8,2551,0.0,2542,40.48,0.48,30,34
6.3392,8,2525,0.0,2557,40.48,0.45,30,34
6.4394,8,2595,0.0,2557,40.48,0.45,30,34
6.5397,8,2546,0.0,2542,40.49,0.45,29,34
6.6399,8,2533,0.0,2557,40.49,0.45,30,34
6.74,8,2551,0.0,2542,40.48,0.45,30,34
6.8402,8,2527,0.0,2557,40.48,0.45,30,34
6.9403,8,2540,0.0,2557,40.48,0.45,30,34
7.0405,8,2548,0.0,2557,40.48,0.45,30,34
7.1407,8,2557,0.0,2557,40.48,0.45,29,34
7.2409,8,2546,0.0,2542,40.48,0.45,30,34
7.3411,8,2568,0.0,2557,40.48,0.45,30,34
7.4413,8,2564,0.0,2557,40.48,0.45,30,34
7.5415,8,2581,0.0,2557,40.48,0.45,30,34
7.6417,8,2561,0.0,2557,40.48,0.45,30,34
7.7419,8,2540,0.0,2557,40.48,0.45,29,34
7.8421,8,2540,0.0,2557,40.48,0.45,30,34
7.9422,8,2531,0.0,2557,40.48,0.45,30,34
8.0424,8,2559,0.0,2557,40.48,0.45,30,34
8.1425,8,2586,0.0,2557,40.48,0.45,30,34
8.2426,8,2548,0.0,2557,40.48,0.45,30,34
8.3428,8,2566,0.0,2557,40.48,0.45,30,34
8.443,10,2555,0.0,2685,40.48,0.48,30,34
8.5431,10,2941,0.0,3014,40.48,0.57,30,34
8.6433,10,1536,0.0,3085,40.47,0.61,30,34
8.7434,10,1551,0.0,3114,40.48,0.67,30,34
8.8436,10,3115,0.0,3114,40.48,0.67,30,34
8.9437,10,3067,0.0,3114,40.49,0.61,30,34
9.0438,10,3118,0.0,3114,40.49,0.61,30,34
9.144,10,1560,0.0,3114,40.49,0.61,30,34
9.2441,10,3125,0.0,3114,40.48,0.61,30,34
9.3443,10,1811,0.0,3114,40.48,0.61,30,34
9.4448,10,3102,0.0,3114,40.48,0.61,30,34
9.545,10,3051,0.0,3114,40.48,0.61,30,34
9.6451,10,3144,0.0,3114,40.48,0.61,30,34
9.7452,10,3099,0.0,3114,40.48,0.61,30,34
9.8454,10,1557,0.0,3114,40.48,0.61,30,34
9.9455,10,3083,0.0,3114,40.48,0.61,30,34
10.0457,10,3061,0.0,3114,40.48,0.61,30,34
10.1459,11,3089,0.0,3114,40.48,0.61,30,34
10.246,11,3348,0.0,3400,40.48,0.67,30,34
10.3462,11,3401,0.0,3442,40.49,0.7,30,34
10.4463,11,3412,0.0,3442,40.49,0.74,30,34
10.5465,11,1718,0.0,3457,40.48,0.74,30,34
10.6467,11,3436,0.0,3428,40.48,0.7,30,34
10.7468,11,3496,0.0,3442,40.48,0.7,30,34
10.8473,11,1720,0.0,3428,40.48,0.7,30,35
10.9475,11,1719,0.0,3442,40.48,0.7,30,35
11.0477,11,3444,0.0,3442,40.48,0.7,30,35
11.1478,11,1718,0.0,3442,40.48,0.7,30,35
11.248,11,25210,0.0,3457,40.48,0.7,30,35
11.3483,12,3428,0.0,3428,40.48,0.7,30,35
11.4485,12,3516,0.0,3628,40.46,0.74,30,35
11.5486,12,3654,0.0,3700,40.48,0.77,30,35
11.6488,12,3694,0.0,3714,40.48,0.8,30,35
11.7489,12,1843,0.0,3700,40.48,0.83,30,35
11.8492,12,3699,0.0,3714,40.48,0.8,30,35
11.9493,12,66666,0.0,3714,40.48,0.8,30,35
12.0495,12,3708,0.0,3714,40.48,0.8,30,35
12.1496,12,1848,0.0,3714,40.5,0.8,30,35
12.2498,12,3740,0.0,3714,40.5,0.8,30,35
12.35,12,3712,0.0,3714,40.5,0.8,30,35
12.4501,12,1824,0.0,3700,40.49,0.8,30,35
12.5507,14,1848,0.0,3714,40.48,0.8,30,35
12.6508,14,3764,0.0,4014,40.43,0.9,30,35
12.751,14,4132,0.0,4185,40.48,0.96,30,35
12.8512,14,2087,0.0,4171,40.48,0.99,30,35
12.9522,14,2089,0.0,4171,40.48,1.03,30,35
13.0524,14,4160,0.0,4185,40.48,0.99,30,35
13.1526,14,2067,0.0,4185,40.48,0.96,30,35
13.2527,14,4166,0.0,4185,40.49,0.96,30,35
13.3529,14,2060,0.0,4171,40.5,0.96,30,35
13.453,14,2073,0.0,4157,40.48,0.96,30,35
13.5531,14,4172,0.0,4171,40.48,0.96,30,35
13.6533,14,4195,0.0,4171,40.48,0.96,30,35
13.7534,14,4172,0.0,4171,40.48,0.96,30,35
13.8536,16,2090,0.0,4242,40.47,0.99,30,35
13.9537,16,4702,0.0,4728,40.47,1.22,30,35
14.0539,16,4694,0.0,4828,40.5,1.28,30,35
14.154,16,4777,0.0,4814,40.48,1.35,30,35
14.2541,16,4777,0.0,4857,40.48,1.32,30,35
14.3543,16,4815,0.0,4842,40.46,1.25,30,35
14.4544,16,4830,0.0,4800,40.48,1.22,30,35
14.5546,16,4784,0.0,4828,40.48,1.22,30,35
14.6547,16,4800,0.0,4842,40.46,1.19,30,35
14.7549,16,4885,0.0,4814,40.48,1.19,30,35
14.855,16,4823,0.0,4828,40.48,1.22,30,35
14.9551,18,2405,0.0,4942,40.47,1.25,30,36
15.0557,18,2620,0.0,5300,40.51,1.41,30,36
15.1562,18,2657,0.0,5314,40.51,1.48,30,36
15.2563,18,5376,0.0,5342,40.48,1.54,30,36
15.3564,18,5300,0.0,5328,40.47,1.48,30,36
15.4566,18,2647,0.0,5342,40.48,1.41,30,36
15.5567,18,2647,0.0,5328,40.48,1.41,30,36
15.6569,18,5366,0.0,5342,40.48,1.41,30,36
15.757,18,5338,0.0,5328,40.46,1.38,30,36
15.8572,18,5347,0.0,5342,40.48,1.35,30,36
15.9574,19,2697,0.0,5500,40.44,1.44,30,36
16.0576,19,5535,0.0,5557,40.5,1.51,30,36
16.1577,19,5535,0.0,5557,40.49,1.54,30,36
16.2578,19,5524,0.0,5557,40.46,1.6,30,36
16.358,19,5514,0.0,5557,40.46,1.54,30,36
16.4585,19,5586,0.0,5557,40.46,1.54,30,36
16.5587,19,5484,0.0,5557,40.48,1.54,30,36
16.6588,19,5545,0.0,5557,40.48,1.54,30,36
16.759,19,5545,0.0,5571,40.48,1.54,30,36
16.8591,19,2790,0.0,5571,40.48,1.54,30,36
16.9593,18,5597,0.0,5557,40.48,1.54,30,36
17.0594,18,5347,0.0,5357,40.48,1.44,31,37
17.1596,18,5328,0.0,5314,40.48,1.38,30,37
17.2597,18,5319,0.0,5314,40.48,1.38,30,37
17.3598,18,5263,0.0,5328,40.48,1.41,30,37
17.46,18,5263,0.0,5328,40.48,1.44,31,37
17.5601,18,5319,0.0,5328,40.47,1.51,30,37
17.6603,18,5263,0.0,5357,40.49,1.51,30,37
17.7604,18,5263,0.0,5328,40.49,1.51,30,37
17.8605,18,5474,0.0,5314,40.48,1.51,31,37
17.9607,15,5385,0.0,5342,40.48,1.44,30,37
18.061,15,5076,0.0,5014,41.26,1.32,30,37
18.1611,15,4424,0.0,4457,40.44,1.12,31,37
18.2613,15,4411,0.0,4457,40.47,1.06,30,37
18.3614,15,2227,0.0,4457,40.49,0.99,30,37
18.4616,15,2242,0.0,4457,40.5,0.93,31,37
18.5617,15,4484,0.0,4442,40.5,1.09,31,37
18.6619,15,4470,0.0,4457,40.5,1.09,30,37
18.762,15,2230,0.0,4457,40.48,1.09,31,37
18.8632,15,2228,0.0,4457,40.49,1.09,31,37
18.9633,14,4418,0.0,4457,40.49,1.06,31,37
19.0635,14,2102,0.0,4200,40.5,0.96,31,37
19.1636,14,4189,0.0,4171,40.49,0.9,31,37
19.2638,14,2094,0.0,4171,40.49,0.9,31,37
19.3639,14,2087,0.0,4171,40.49,0.9,31,37
19.4641,14,2063,0.0,4157,40.48,0.96,31,37
19.5642,14,4149,0.0,4185,40.48,0.96,31,37
19.6644,14,4195,0.0,4185,40.48,0.93,31,37
19.7645,14,2099,0.0,4171,40.49,0.96,31,37
19.8647,9,4160,0.0,4171,40.49,0.96,31,37
19.9649,9,1802,0.0,3471,44.41,0.83,31,37
20.065,9,1008,0.0,2957,41.57,0.67,31,37
20.1652,9,2822,0.0,2857,40.46,0.48,31,37
20.2653,9,2835,0.0,2857,40.48,0.38,31,37
20.3654,9,2895,0.0,2857,40.48,0.45,31,37
20.4656,9,2838,0.0,2857,40.48,0.51,32,37
20.5659,9,2862,0.0,2857,40.5,0.54,31,37
20.6661,9,2840,0.0,2857,40.5,0.54,31,37
20.7662,9,2782,0.0,2857,40.5,0.54,31,37
20.8664,7,2895,0.0,2857,40.5,0.51,31,37
20.9665,7,2327,0.0,2357,40.47,0.41,31,37
21.0667,7,2349,0.0,2285,40.46,0.38,31,37
21.1669,7,2274,0.0,2285,40.48,0.35,31,38
21.267,7,2240,0.0,2271,40.49,0.32,31,38
21.3671,7,2318,0.0,2271,40.49,0.38,32,38
21.4672,7,2250,0.0,2271,40.49,0.38,31,38
21.5673,7,1131,0.0,2271,40.49,0.38,32,38
21.6674,7,2314,0.0,2271,40.49,0.38,31,38
21.7675,7,2283,0.0,2271,40.49,0.38,31,38
21.8676,5,2253,0.0,2271,40.49,0.38,31,38
21.9677,5,1824,0.0,1800,40.61,0.32,32,38
22.0678,5,26086,0.0,1628,40.48,0.22,31,38
22.1679,5,1559,0.0,1571,40.48,0.19,31,38
22.268,5,1554,0.0,1557,40.48,0.19,31,38
22.3681,5,1522,0.0,1542,40.48,0.22,31,38
22.4682,5,1503,0.0,1528,40.5,0.22,31,38
22.5683,5,1522,0.0,1528,40.5,0.22,31,38
22.6685,5,1502,0.0,1514,40.5,0.22,32,38
22.7686,5,1515,0.0,1514,40.5,0.22,31,38
22.8687,5,758,0.0,1514,40.5,0.22,31,38
22.9688,5,1489,0.0,1514,40.5,0.22,31,38
23.0689,5,1547,0.0,1514,40.5,0.22,31,38
23.169,5,1518,0.0,1514,40.5,0.22,31,38
23.2691,5,1515,0.0,1514,40.5,0.22,31,38
23.3692,5,1496,0.0,1514,40.5,0.22,31,38
23.4693,5,1594,0.0,1514,40.5,0.22,32,38
23.5694,5,1529,0.0,1514,40.5,0.22,31,38
23.6695,5,1517,0.0,1514,40.5,0.22,32,38
23.7696,5,1524,0.0,1514,40.5,0.22,32,38
