time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah
0.0306,0,0,0.0,0,40.49,0.03,30,34
0.131,0,0,0.0,0,40.49,0.03,30,34
0.2312,0,0,0.0,0,40.49,0.03,30,34
0.3314,0,0,0.0,0,40.49,0.03,30,34
0.4315,0,0,0.0,0,40.49,0.03,30,34
0.5317,0,0,0.0,0,40.49,0.03,30,34
0.6319,0,0,0.0,0,40.48,0.03,30,34
0.732,0,0,0.0,0,40.48,0.03,30,34
0.8322,0,0,0.0,0,40.48,0.03,30,34
0.9324,0,0,0.0,0,40.48,0.03,30,34
1.0326,0,0,0.0,0,40.48,0.03,30,34
1.1328,0,0,0.0,0,40.48,0.03,30,34
1.2329,0,0,0.0,0,40.48,0.03,29,34
1.333,0,0,0.0,0,40.48,0.03,30,34
1.4331,0,0,0.0,0,40.48,0.03,30,34
1.5332,0,0,0.0,0,40.48,0.03,30,34
1.6333,0,0,0.0,0,40.48,0.03,30,34
1.7334,0,0,0.0,0,40.48,0.03,30,34
1.8335,0,0,0.0,0,40.48,0.03,30,34
1.9337,0,0,0.0,0,40.48,0.03,30,34
2.0338,0,0,0.0,0,40.48,0.03,30,34
2.1339,0,0,0.0,0,40.48,0.03,30,34
2.234,0,0,0.0,0,40.48,0.03,30,34
2.3341,0,0,0.0,0,40.48,0.03,29,34
2.4342,0,0,0.0,0,40.48,0.03,30,34
2.5344,0,0,0.0,0,40.48,0.03,30,34
2.6345,0,0,0.0,0,40.48,0.03,29,34
2.7346,0,0,0.0,0,40.48,0.03,30,34
2.8347,0,0,0.0,0,40.48,0.03,30,34
2.9348,0,0,0.0,0,40.48,0.03,30,34
3.0349,2,0,0.0,0,40.48,0.03,29,34
3.135,2,0,0.0,385,40.48,0.06,30,34
3.2352,2,0,0.0,371,40.48,0.06,30,34
3.3353,2,416,0.0,200,40.48,0.06,30,34
3.4354,2,416,0.0,128,40.48,0.06,29,34
3.5355,2,247,0.0,514,40.48,0.06,30,34
3.6356,2,459,0.0,342,40.48,0.06,30,34
3.7357,2,354,0.0,171,40.49,0.06,30,34
3.8358,2,498,0.0,442,40.48,0.06,30,34
3.9359,2,659,0.0,442,40.48,0.06,30,34
4.0361,2,447,0.0,228,40.48,0.06,29,34
4.1362,5,447,0.0,157,40.48,0.06,30,34
4.2364,5,747,0.0,1000,40.5,0.12,30,34
4.3365,5,1144,0.0,1228,40.5,0.19,30,34
4.4366,5,1258,0.0,1314,40.5,0.22,30,34
4.5367,5,1364,0.0,1400,40.48,0.22,30,34
4.6368,5,1422,0.0,1442,40.48,0.22,30,34
4.7369,5,1452,0.0,1471,40.48,0.22,30,34
4.837,5,1482,0.0,1485,40.48,0.22,30,34
4.9371,5,1484,0.0,1500,40.48,0.22,30,34
5.0372,5,1486,0.0,1500,40.48,0.22,29,34
5.1374,5,768,0.0,1500,40.48,0.22,30,34
