time_s,throttle_pct,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg
0.0776,0,0,1.47,0,44.55,0.03,30,57,2.12,1.61,30.0,-10.0
0.1779,0,0,1.51,0,44.55,0.03,30,57,2.12,1.61,30.0,-10.0
0.2781,0,0,1.56,0,44.54,0.03,29,57,2.12,1.61,30.0,-10.0
0.3783,0,0,1.51,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
0.4786,0,0,1.49,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
0.5788,0,0,1.46,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
0.679,0,0,1.53,0,44.55,0.03,30,57,2.12,1.61,30.0,-10.0
0.7792,0,0,1.57,0,44.55,0.03,30,57,2.12,1.61,30.0,-10.0
0.8794,0,0,1.49,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
0.9796,0,0,1.44,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.0799,0,0,1.55,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.1801,0,0,1.57,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.2803,0,0,1.54,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.3805,0,0,1.47,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.4807,0,0,1.5,0,44.54,0.03,29,57,2.12,1.61,30.0,-10.0
1.581,0,0,1.57,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.6812,0,0,1.59,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.7814,0,0,1.57,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
1.8816,0,0,1.58,0,44.55,0.03,30,57,2.12,1.61,30.0,-10.0
1.9818,0,0,1.51,0,44.55,0.03,30,57,2.12,1.61,30.0,-10.0
2.0821,0,0,1.62,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
2.1824,0,0,1.54,0,44.54,0.03,30,57,2.12,1.61,30.0,-10.0
2.2826,4,0,1.47,228,44.53,0.06,30,57,2.12,1.61,30.0,-10.0
2.3828,4,0,1.57,557,44.55,0.09,30,57,2.1,1.24,30.0,30.0
2.483,4,705,2.93,814,44.54,0.12,30,57,2.1,1.24,30.0,30.0
2.5832,4,860,6.48,885,44.54,0.16,29,57,2.11,1.24,30.0,30.0
2.6835,4,926,8.24,957,44.54,0.16,30,57,2.09,1.24,30.0,30.0
2.7838,4,971,9.46,1000,44.54,0.12,29,57,2.09,1.24,30.0,30.0
2.884,4,1003,10.24,1000,44.54,0.12,30,57,2.1,1.24,30.0,30.0
2.9842,4,1015,11.34,1014,44.55,0.12,30,57,2.1,1.23,30.0,30.0
3.0845,4,1024,11.54,1028,44.55,0.12,30,57,2.09,1.24,30.0,30.0
3.1848,4,1029,11.64,1014,44.54,0.12,30,57,2.09,1.24,30.0,30.0
3.285,4,1031,11.64,1028,44.56,0.12,29,57,2.09,1.24,30.0,30.0
3.3853,8,1033,11.78,1028,44.56,0.12,30,57,2.1,1.24,30.0,30.0
