time_s,throttle,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg,enc_deg,pitch_enc
0.043,484,0,-10.2,3242,12.7,0.57,30,2,0.0,0.0,-20.0,-20.0,346.992,-4.27
0.1433,484,0,-9.91,3242,12.7,0.61,30,2,0.0,0.0,-20.0,-20.0,347.08,-4.1
0.2436,484,0,-9.87,3214,12.71,0.57,30,2,0.0,0.0,-20.0,-20.0,347.168,-3.94
0.3439,484,0,-10.18,3228,12.69,0.57,30,2,0.0,0.0,-20.0,-20.0,347.168,-3.94
0.4442,484,0,-10.06,3257,12.7,0.57,30,2,0.0,0.0,-20.0,-20.0,347.08,-4.1
0.5446,484,0,-9.97,3228,12.71,0.57,30,2,0.0,0.0,-20.0,-20.0,347.168,-3.94
0.6449,484,0,-10.25,3242,12.71,0.57,30,2,0.0,0.0,-20.0,-20.0,347.08,-4.1
0.7452,484,0,-10.14,3214,12.71,0.57,30,2,0.0,0.0,-20.0,-20.0,346.992,-4.27
0.8455,484,0,-9.93,3228,12.71,0.54,30,2,0.0,0.0,-20.0,-20.0,346.992,-4.27
0.9458,484,0,-10.25,3200,12.72,0.57,30,2,0.0,0.0,-20.0,-20.0,346.992,-4.27
1.0461,484,0,-9.88,3228,12.72,0.57,30,2,0.0,0.0,-20.0,-20.0,347.08,-4.1
1.1465,484,0,-10.08,3257,12.72,0.57,30,3,0.0,0.0,-20.0,-20.0,347.08,-4.1
1.2468,484,0,-9.99,3228,12.72,0.57,30,3,0.0,0.0,-20.0,-20.0,347.168,-3.94
1.3471,484,0,-10.0,3228,12.71,0.57,30,3,0.0,0.0,-20.0,-20.0,347.08,-4.1
1.4474,484,0,-9.83,3214,12.71,0.57,30,3,0.0,0.0,-20.0,-20.0,347.08,-4.1
1.5477,484,0,-9.91,3214,12.71,0.57,30,3,0.0,0.0,-20.0,-20.0,347.08,-4.1
1.648,484,0,-10.05,3242,12.71,0.57,30,3,0.0,0.0,-20.0,-20.0,346.992,-4.27
1.7483,484,0,-10.0,3214,12.71,0.57,30,3,0.0,0.0,-20.0,-20.0,346.992,-4.27
1.8486,484,0,-10.31,3242,12.71,0.57,30,3,0.0,0.0,-20.0,-20.0,346.992,-4.27
