time_s,throttle,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pitch_hall,enc_deg,pitch_enc
0.0487,1047,11.18,7028,12.69,2.64,35,39,-2.47,0.0,
0.1488,1047,10.81,6971,12.72,2.67,35,39,-17.81,0.0,
0.249,1047,10.45,6985,12.68,2.64,34,39,-2.27,0.0,
0.3492,1047,10.86,6900,12.68,2.64,35,39,-5.48,0.0,
0.4493,1047,11.26,6928,12.7,2.67,34,39,-2.87,0.0,
0.5495,1047,10.23,6928,12.71,2.7,35,39,-4.71,0.0,
0.6496,1047,9.74,6928,12.69,2.73,34,39,-3.36,0.0,
0.7498,1047,10.43,6957,12.71,2.67,35,39,-2.78,0.0,
0.85,1047,11.17,6914,12.69,2.6,35,39,-3.9,0.0,
0.9501,1047,11.75,6885,12.69,2.6,35,39,-5.71,0.0,
1.0503,1047,11.69,6885,12.67,2.57,34,39,-3.91,0.0,
1.1505,1047,11.77,6971,12.7,2.6,35,39,-4.26,0.0,
1.2506,1047,12.09,6985,12.71,2.57,34,40,-5.09,0.0,
1.3508,1047,12.08,7000,12.7,2.54,35,40,-3.45,0.0,
1.4509,1047,11.72,6971,12.68,2.51,35,40,-6.29,0.0,
1.5511,1047,12.47,6957,12.7,2.51,35,40,-5.38,0.0,
1.6513,1047,11.73,6900,12.72,2.57,34,40,-7.15,0.0,
1.7514,1047,11.0,7028,12.72,2.6,35,40,-8.49,0.0,
1.8516,1047,11.25,7000,12.7,2.57,35,40,-3.14,0.0,
1.9517,1047,11.01,6942,12.71,2.57,35,40,-359.25,0.0,
2.052,1047,11.2,6928,12.72,2.54,35,40,-191.17,0.0,
2.1522,1047,10.91,7014,12.69,2.54,35,40,-564.86,0.0,
2.2523,1047,10.66,7042,12.7,2.57,35,41,-7214.64,0.0,
2.3525,1047,10.75,6928,12.71,2.64,35,41,-858.76,0.0,
2.4527,1047,11.12,6914,12.72,2.6,35,41,-2.41,0.0,
2.5529,1047,11.78,6857,12.71,2.57,35,41,-9.43,0.0,
2.6531,1047,11.11,6971,12.7,2.54,35,41,-78.63,0.0,
2.7532,1047,11.06,6985,12.73,2.54,35,41,-14.16,0.0,
2.8534,1047,11.4,7000,12.7,2.64,35,41,-55.82,0.0,
2.9535,1047,12.17,6885,12.67,2.64,35,41,-3.34,0.0,
3.0537,1047,11.45,6957,12.69,2.64,35,41,-5.23,0.0,
3.1539,1047,11.46,6957,12.7,2.6,35,41,-4.07,0.0,
3.2541,1047,11.04,7028,12.7,2.57,35,41,-23.52,0.0,
3.3542,1047,11.26,6971,12.7,2.57,35,41,-2.2,0.0,
3.4544,1047,10.49,6914,12.7,2.54,35,41,-37.26,0.0,
3.5545,1047,10.62,6885,12.7,2.54,35,41,-3.53,0.0,
3.6547,1047,11.28,7028,12.72,2.54,35,41,-30.93,0.0,
3.7548,1047,11.25,7000,12.7,2.57,35,41,-2.68,0.0,
3.855,1047,10.34,6971,12.71,2.54,35,41,-4.93,0.0,
