time_s,throttle,rpm_hall,weight_g,esc_rpm,voltage_v,current_a,temp_c,mah,pos_voltage,neg_voltage,pitch_pos,pitch_neg,enc_deg,pitch_enc
0.0334,0,0,0.06,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.1337,0,0,0.06,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.234,0,0,0.13,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.3343,0,0,0.06,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.4346,0,0,0.12,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.5349,0,0,0.13,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.6351,0,0,0.23,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.7354,0,0,0.03,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.8362,0,0,-0.03,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
0.9365,0,0,-0.01,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.0369,0,0,0.15,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.1373,0,0,-0.02,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.2376,0,0,0.2,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.3378,0,0,0.33,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.4381,0,0,0.19,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.5384,0,0,0.16,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.6387,0,0,0.11,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.739,0,0,0.11,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.8393,0,0,-0.03,0,12.71,0.03,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
1.9396,108,0,0.11,157,12.7,0.06,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.0398,108,0,0.07,100,12.7,0.12,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.1431,108,0,0.83,357,12.71,0.19,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.2433,108,0,1.86,414,12.71,0.19,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.3436,108,0,2.12,457,12.71,0.12,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.4439,108,0,1.99,485,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.5441,108,0,1.97,514,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.6444,108,0,2.17,528,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.7446,108,0,2.44,542,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.8449,108,0,2.43,557,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.791,18.8
2.9451,108,0,2.63,557,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.0454,108,0,2.61,571,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.1457,108,0,2.56,571,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.2459,108,0,2.55,571,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.3462,108,0,2.64,571,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.4465,108,0,2.64,571,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.5467,108,0,2.7,585,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.703,18.67
3.647,108,0,2.76,585,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.615,18.53
3.7472,108,0,2.7,585,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.615,18.53
3.8475,165,0,2.8,585,12.71,0.09,30,1,0.0,0.0,-20.0,-20.0,0.615,18.53
3.9478,165,0,2.7,700,12.71,0.12,30,1,0.0,0.0,-20.0,-20.0,0.527,18.39
4.048,165,0,3.1,785,12.71,0.12,30,1,0.0,0.0,-20.0,-20.0,0.527,18.39
4.1484,165,0,4.39,857,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.439,18.25
4.2487,165,0,5.21,900,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.439,18.25
4.349,165,0,5.68,928,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.352,18.11
4.4492,165,0,6.88,957,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.264,17.98
4.5495,165,0,7.08,971,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.176,17.84
4.6498,165,0,7.13,985,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.088,17.7
4.75,165,0,7.14,985,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,0.0,17.56
4.8503,165,0,7.27,985,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,359.912,17.42
4.9505,165,0,7.3,985,12.71,0.16,30,1,0.0,0.0,-20.0,-20.0,359.824,17.29
5.0508,165,0,7.32,985,12.72,0.16,30,1,0.0,0.0,-20.0,-20.0,359.824,17.29
5.1512,165,0,7.28,985,12.72,0.16,30,1,0.0,0.0,-20.0,-20.0,359.736,17.15
5.2514,165,0,7.23,985,12.72,0.16,30,1,0.0,0.0,-20.0,-20.0,359.736,17.15
5.3517,165,0,7.05,985,12.72,0.16,30,1,0.0,0.0,-20.0,-20.0,359.648,17.01
5.452,165,0,7.05,985,12.73,0.16,30,1,0.0,0.0,-20.0,-20.0,359.561,16.87
5.5522,165,0,7.06,985,12.72,0.12,30,1,0.0,0.0,-20.0,-20.0,359.561,16.87
5.6525,165,0,7.08,985,12.72,0.12,30,1,0.0,0.0,-20.0,-20.0,359.473,16.73
5.7541,222,0,7.03,985,12.72,0.12,30,1,0.0,0.0,-20.0,-20.0,359.473,16.73
5.8544,222,0,6.87,985,12.72,0.16,30,1,0.0,0.0,-20.0,-20.0,359.385,16.59
5.9548,222,0,6.9,1128,12.72,0.19,30,1,0.0,0.0,-20.0,-20.0,359.385,16.59
6.0551,222,0,7.4,1228,12.72,0.22,30,1,0.0,0.0,-20.0,-20.0,359.297,16.46
6.1555,222,0,10.27,1300,12.72,0.25,30,1,0.0,0.0,-20.0,-20.0,359.209,16.32
6.2558,222,0,11.3,1342,12.71,0.28,30,1,0.0,0.0,-20.0,-20.0,359.209,16.32
6.3561,222,0,12.16,1357,12.71,0.25,30,1,0.0,0.0,-20.0,-20.0,359.033,16.04
6.4564,222,0,12.69,1371,12.71,0.25,30,1,0.0,0.0,-20.0,-20.0,359.033,16.04
6.5567,222,0,12.74,1385,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,359.033,16.04
6.657,222,0,12.9,1385,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,359.033,16.04
6.7573,222,0,12.9,1385,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,359.033,16.04
6.8576,222,0,12.97,1371,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.945,15.9
6.9578,222,0,13.08,1371,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.945,15.9
7.0581,222,0,12.86,1371,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.945,15.9
7.1585,222,0,12.97,1385,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.945,15.9
7.2589,222,0,12.77,1371,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.945,15.9
7.3591,222,0,12.78,1385,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
7.4594,273,0,12.9,1385,12.71,0.22,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
7.5597,273,0,12.89,1485,12.71,0.25,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
7.66,273,0,12.86,1585,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
7.7603,273,0,14.1,1642,12.71,0.38,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
7.8606,273,0,17.76,1685,12.71,0.38,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
7.9609,273,0,18.63,1714,12.71,0.35,30,1,0.0,0.0,-20.0,-20.0,358.857,15.77
8.0612,273,0,19.06,1714,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.1616,273,0,19.32,1714,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.2619,273,0,19.2,1714,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.3622,273,0,19.36,1728,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.4625,273,0,19.46,1728,12.71,0.28,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.5627,273,0,19.47,1700,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.6631,273,0,19.48,1728,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.77,15.63
8.7634,273,0,19.34,1714,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.682,15.49
8.8637,273,0,19.27,1728,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.682,15.49
8.964,273,0,19.39,1700,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.682,15.49
9.0643,302,0,19.27,1714,12.71,0.32,30,1,0.0,0.0,-20.0,-20.0,358.682,15.49
